Origin Paper,Snowballing Type,Reference,External Link,DOI
12,Backward,"S. Dalla Palma, D. Di Nucci, and D. A. Tamburri, “Ansiblemetrics: A python library for measuring infrastructure-as-code blueprints in ansible,” SoftwareX, vol. 12, p. 100633, 2020.",,https://doi.org/10.1016/j.softx.2020.100633
12,Backward,"M. Wurster, U. Breitenbücher, L. Harzenetter, F. Leymann, and J. Soldani, “Tosca lightning: An integrated toolchain for transforming tosca light into production-ready deployment technologies,” in Advanced Information Systems Engineering, N. Herbaut and M. La Rosa, Eds. Cham : Springer International Publishing, 2020, pp. 138–146.",,https://doi.org/10.1007/978-3-030-58135-0_12
12,Backward,"I. Kumara, Z. Vasileiou, G. Meditskos, D. A. Tamburri, W.-J. Van Den Heuvel, A. Karakostas, S. Vrochidis, and I. Kompatsiaris, “Towards semantic detection of smells in cloud infrastructure code,” in Proceedings of the 10th International Conference on Web Intelligence, Mining and Semantics, ser. WIMS 2020. New York, NY, USA : Association for Computing Machinery, 2020, p. 63–67. [Online]. Available: https://doi.org/10.1145/3405962.3405979",,https://doi.org/10.1145/3405962.3405979
12,Backward,"T. Sotiropoulos, D. Mitropoulos, and D. Spinellis, “Practical fault detection in puppet programs,” in Proceedings of the ACM/IEEE 42nd International Conference on Software Engineering, ser. ICSE ’20. New York, NY, USA : Association for Computing Machinery, 2020, p. 26–37. [Online]. Available: https://doi.org/10.1145/3377811.3380384",,https://doi.org/10.1145/3377811.3380384
12,Backward,"E. van der Bent, J. Hage, J. Visser, and G. Gousios, “How good is your puppet? an empirically defined and validated quality model for puppet,” in 2018 IEEE 25th International Conference on Software Analysis, Evolution and Reengineering (SANER), 2018, pp. 164–174.",,https://doi.org/10.1109/SANER.2018.8330206
12,Backward,"M. Pendleton, R. Garcia-Lebron, J.-H. Cho, and S. Xu, “A survey on systems security metrics,” ACM Comput. Surv., vol. 49, no. 4, Dec. 2016. [Online]. Available: https://doi.org/10.1145/3005714",,https://doi.org/10.1145/3005714
12,Backward,"M. P. Fischer, U. Breitenbücher, K. Képes, and F. Leymann, “Towards an approach for automatically checking compliance rules in deployment models,” in Proceedings of The Eleventh International Conference on Emerging Security Information, Systems and Technologies (SECUR-WARE). Xpert Publishing Services (XPS), 2017, pp. 150–153.",https://www.iaas.uni-stuttgart.de/publications/INPROC-2017-47-Towards-an-Approach-for-Automatically-Checking-Compliance-Rules-in-Deployment-Models.pdf,
12,Backward,"C. Krieger, U. Breitenbücher, K. Képes, and F. Leymann, “An Approach to Automatically Check the Compliance of Declarative Deployment Models,” in Papers from the 12th Advanced Summer School on Service-Oriented Computing (SummerSoC 2018). IBM Research Division, Oktober 2018, Konferenz-Beitrag, pp. 76–89.",https://www.iaas.uni-stuttgart.de/publications/INPROC-2018-42-An-Approach-to-Automatically-Check-the-Compliance-of-Declarative-Deployment-Models.pdf,
12,Backward,"G. Y. Guo, J. M. Atlee, and R. Kazman, “A software architecture reconstruction method,” in Software Architecture. Springer, 1999, pp. 15–33.",,https://doi.org/10.1007/978-0-387-35563-4_2
12,Backward,"A. Van Deursen, C. Hofmeister, R. Koschke, L. Moonen, and C. Riva, “Symphony: View-driven software architecture reconstruction,” in 4th Working IEEE/IFIP Conf. on Software Architecturen(WICSA 2004). IEEE, 2004, pp. 122–132.",,https://doi.org/10.1109/WICSA.2004.1310696
12,Backward,"T. Haitzer and U. Zdun, “Semi-automated architectural abstraction specifications for supporting software evolution,” Science of Computer Programming, vol. 90, pp. 135–160, 2014.",,https://doi.org/10.1016/j.scico.2013.10.004
12,Backward,"Google Cloud, “Using api keys,” https://cloud.google.com/docs/authentication/api-keys, 2021.",https://cloud.google.com/docs/authentication/api-keys,
12,Backward,"J. Corbin and A. L. Strauss, “Grounded theory research: Procedures, canons, and evaluative criteria,” Qualitative Sociology, vol. 13, pp. 3–20, 1990.",,https://doi.org/10.1007/BF00988593
12,Backward,"W. M. Piasecki, and J. V. Dranseika, “Google search as an additional source in systematic reviews,” Sci Eng Ethics 24, vol. 55, no. 4, p. 809–810, 2018.",,https://doi.org/10.1007/s11948-017-0010-4
12,Backward,"J. Frank E. Harrell, Regression Modeling Strategies: With Applications to Linear Models, Logistic and Ordinal Regression, and Survival Analysis, 2nd ed. Springer, 2015.",,https://doi.org/10.1007/978-3-319-19425-7
12,Backward,"U. Zdun, E. Navarro, and F. Leymann, “Ensuring and assessing architecture conformance to microservice decomposition patterns,” in Service-Oriented Computing, M. Maximilien, A. Vallecillo, J. Wang, and M. Oriol, Eds. Cham : Springer International Publishing, 2017, pp. 411–429.",,https://doi.org/10.1007/978-3-319-69035-3_29
12,Backward,"E. Ntentos, U. Zdun, K. Plakidas, P. Genfer, S. Geiger, S. Meixner, and W. Hasselbring, “Detector-based component model abstraction for microservice-based systems,” Computing, vol. 103, pp. 2521–2551, August 2021. [Online]. Available: http://eprints.cs.univie.ac.at/6926/",,https://doi.org/10.1007/s00607-021-01002-z
12,Backward,"A. K. Ranjan, V. Kumar, and M. Hussain, “Security analysis of tls authentication,” in 2014 International Conference on Contemporary Computing and Informatics (IC3I), 2014, pp. 1356–1360.",,https://doi.org/10.1109/IC3I.2014.7019737
12,Backward,"Okta, “Token-based authentication,” https://www.okta.com/identity-101/what-is-token-based-authentication/, 2021.",https://www.okta.com/identity-101/what-is-token-based-authentication/,
12,Backward,"auth0Docs, “Single sign-on (sso),” https://auth0.com/docs/authenticate/single-sign-on, 2021.",https://auth0.com/docs/authenticate/single-sign-on,
12,Backward,"The Security Skeptic, “Firewall best practices - egress traffic filtering,” https://securityskeptic.typepad.com/the-security-skeptic/firewall-best-practices-egress-traffic-filtering.html, 2021.",https://securityskeptic.typepad.com/the-security-skeptic/firewall-best-practices-egress-traffic-filtering.html,
12,Backward,"Kubernetes Documentation, “Ingress traffic control,” https://kubernetes.io/docs/concepts/services-networking/ingress/, 2021.",https://kubernetes.io/docs/concepts/services-networking/ingress/,
12,Backward,"C. D. Michael Cowles, “On the origins of the.05 level of statistical significance,” in American Psychologist, 37 ( 5 ), 553–558.",,http://doi.org/10.1037/0003-066X.37.5.553
12,Backward,"A. Airola, T. Pahikkala, W. Waegeman, B. De Baets, and T. Salakoski, “An experimental comparison of cross-validation techniques for estimating the area under the roc curve,” Computational Statistics Data Analysis, vol. 55, no. 4, pp. 1828–1844, 2011.",,https://doi.org/10.1016/j.csda.2010.11.018
12,Forward,"NTENTOS, Evangelos et al. On the understandability of design-level security practices in infrastructure-as-code scripts and deployment architectures. ACM transactions on software engineering and methodology, v. 34, n. 1, p. 1-37, 2025.",,https://doi.org/10.1145/3691630
12,Forward,"LICHTENTHÄLER, Robin; WIRTZ, Guido. Formulating a quality model for cloud-native software architectures: conceptual and methodological considerations. Cluster Computing, v. 27, n. 4, p. 4077-4093, 2024.",,https://doi.org/10.1007/s10586-024-04343-4
12,Forward,"THALLAM, Naga Surya Teja. Centralized Management in Multi-Account AWS Environments: A Security and Compliance Perspective. International Journal of Emerging Trends in Computer Science and Information Technology, v. 4, n. 3, p. 23-31, 2023.",,https://doi.org/10.63282/3050-9246.IJETCSIT-V4I3P103
12,Forward,"OPDEBEECK, Ruben. Static analysis for quality assurance of Ansible infrastructure-as-code artefacts. 2024.",https://www.researchgate.net/profile/Ruben_Opdebeeck/publication/385966036_Static_Analysis_for_Quality_Assurance_of_Ansible_Infrastructure-as-Code_Artefacts/links/673dad3988177c79e83b91c2/Static-Analysis-for-Quality-Assurance-of-Ansible-Infrastructure-as-Code-Artefacts.pdf,
12,Forward,"FALAZI, Ghareeb. Service-oriented integration of blockchain smart contracts. 2025. Tese de Doutorado. Dissertation, Stuttgart, Universität Stuttgart, 2025.",https://elib.uni-stuttgart.de/server/api/core/bitstreams/4ab51bc8-4c6a-4478-bd6f-17e8ddacfad2/content,
12,Forward,"TONNARELLI, Marco. Fallacies and pitfalls of large-scale DevOps pipelines: an industrial proof-of-concept study. 2022.",,
