Origin Paper,Snowballing Type,Reference,External Link,DOI
1,Backward,"D. E. Avison, F. Lau, M. D. Myers, and P. A. Nielsen, ""Action research Commun. ACM, vol. 42, pp. 94-97, 1 1999",,https://doi.org/10.1145/291469.291479
1,Backward,"G. I. Susman and R. D. Evered, ""An assessment of the scientific merits of action research Administrative science quarterly, pp. 582-603, 1978",https://www.francoangeli.it/riviste/Scheda_rivista.aspx?IDArticolo=72448,http://doi.org/10.3280/SO2022-002006
1,Backward,"N. Kock, ""The three threats of action research: A discussion of methodological antidotes in the context of an information systems study Decision support systems, vol. 37, no. 2, pp. 265-286, 2004",https://www.sciencedirect.com/science/article/pii/S0167923603000228,https://doi.org/10.1016/S0167-9236(03)00022-8
1,Backward,"G. C. Murphy, D. Notkin, and K. J. Sullivan, ""Software reflexion models: Bridging the gap between Design and implementation Software Engineering, IEEE Transactions on, vol. 27, no. 4, pp. 364-380, 4 2001",https://ieeexplore.ieee.org/abstract/document/917525/,https://doi.org/10.1109/32.917525
1,Backward,"J. Buckley, S. Mooney, J. Rosik, and N. Ali, ""Jittac: A just-in-Time tool for architectural consistency in Proceedings of the 2013 International Conference on Software Engineering, ser. ICSE 13. Piscataway, NJ, USA: IEEE Press, 2013, pp. 1291-1294. [Online]. Available: Http://dl.acm.org/citation.cfm? id=2486788.2486987",https://ieeexplore.ieee.org/abstract/document/6606700/,https://doi.org/10.1109/ICSE.2013.6606700
1,Backward,"J. Knodel, D. Muthig, M. Naab, and M. Lindvall, ""Static evaluation of software architectures in CSMR 06: Proceedings of the Conference on Software Maintenance and Reengineering. Washington, DC, USA: IEEE Computer Society, 2006, pp. 279-294",https://ieeexplore.ieee.org/abstract/document/1602379/,https://doi.org/10.1109/CSMR.2006.53
1,Backward,"F. Deissenboeck, L. Heinemann, B. Hummel, and E. Juergens, ""Flexible architecture conformance assessment with conqat in Proceedings of the 32nd ACM/IEEE International Conference on Software Engineering -Volume 2, ser. ICSE 10. New York, NY, USA: ACM, 2010, pp. 247-250. [Online]. Available: Http://doi.acm.org/10.1145/1810295.1810343",https://dl.acm.org/doi/abs/10.1145/1810295.1810343,https://doi.org/10.1145/1810295.1810343
1,Backward,"N. Sangal, E. Jordan, V. Sinha, and D. Jackson, ""Using dependency models to manage complex software architecture SIGPLAN Not., vol. 40, no. 10, pp. 167-176, 10 2005",https://dl.acm.org/doi/abs/10.1145/1094811.1094824,https://doi.org/10.1145/1094811.1094824
1,Backward,"R. S. Sangwan, P. Vercellone-Smith, and P. A. Laplante, ""Structural epochs in the complexity of software over time IEEE Software, vol. 25, no. 4, pp. 66-73, 7 2008",https://ieeexplore.ieee.org/abstract/document/4548410/,https://doi.org/10.1109/MS.2008.96
1,Backward,"Sonargraph. (2013) http://www.hello2morrow.com/products/sonargraph. [Accessed: Jan. 31, 2014]. hello2morrw GmbH",,
1,Backward,"P. Selonen and J. Xu, ""Validating uml models against architectural profiles in Proceedings of the 9th European software engineering conference held jointly with 11th ACM SIGSOFT international symposium on Foundations of software engineering, ser. ESEC/FSE-11. New York, NY, USA: ACM, 2003, pp. 58-67. [Online]. Available: Http://doi.acm.org/10.1145/940071.940081",https://dl.acm.org/doi/abs/10.1145/940071.940081,https://doi.org/10.1145/940071.940081
1,Backward,"B. Schmerl and D. Garlan, ""Acmestudio: Supporting style-centered architecture development in Software Engineering, 2004. ICSE 2004. Proceedings. 26th International Conference on, 2004, pp. 704-705",https://ieeexplore.ieee.org/abstract/document/1317497/,https://doi.org/10.1109/ICSE.2004.1317497
1,Backward,"R. T. Monroe, Capturing Software Architecture Design Expertise with Armani. Carnegie-mellon univ pittsburgh pa school of computer Science, 10 2001",https://www.cs.cmu.edu/afs/cs/user/bmonroe/www/Armani%20LRM%20TR%20v2.32.pdf,
1,Backward,"C. Deiters, P. Dohrmann, S. Herold, and A. Rausch, ""Rule-based architectural compliance checks for enterprise architecture management in 2009 IEEE International Enterprise Distributed Object Computing Conference. IEEE, 9 2009, pp. 183-192",https://ieeexplore.ieee.org/abstract/document/5277678/,https://doi.org/10.1109/EDOC.2009.15
1,Backward,"S. Herold, M. Mair, A. Rausch, and I. Schindler, ""Checking conformance with reference architectures: A case study in 17th International EDOC Conference (EDOC 2013), Vancouver, Canada. IEEE, 9 2013",https://ieeexplore.ieee.org/abstract/document/6658265/,https://doi.org/10.1109/EDOC.2013.17
1,Backward,"C. Deiters and A. Rausch, ""A constructive approach to compositional architecture design in ECSA 11: Proceedings of the 5th European Conference on Software Architecture, ser. Lecture Notes on Computer Science. Springer Berlin Heidelberg, 9 2011, pp. 75-82",https://link.springer.com/chapter/10.1007/978-3-642-23798-0_8,https://doi.org/10.1007/978-3-642-23798-0_8
1,Backward,"C. Deiters and A. Rausch, ""Assuring architectural properties during compositional architecture design in Proceedings of the 10th International Conference on Software Composition (SC 2011), ser. Lecture Notes in Computer Science, vol. 6708. Springer Berlin Heidelberg, 7 2011, pp. 141-148.",https://link.springer.com/chapter/10.1007/978-3-642-22045-6_10,https://doi.org/10.1007/978-3-642-22045-6_10
1,Forward,"BUCAIONI, Alessio et al. Continuous conformance of software architectures. In: 2024 IEEE 21st International Conference on Software Architecture (ICSA). IEEE, 2024. p. 112-122.",https://ieeexplore.ieee.org/abstract/document/10592776,https://doi.org/10.1109/ICSA59870.2024.00019
1,Forward,"SOLIMAN, Mohamed et al. Mining software repositories for software architecture—A systematic mapping study. Information and Software Technology, v. 181, p. 107677, 2025.",,https://doi.org/10.1016/j.infsof.2025.107677
1,Forward,"BUCAIONI, Alessio et al. Reference architectures modelling and compliance checking. Software and Systems Modeling, v. 22, n. 3, p. 891-917, 2023.",,https://doi.org/10.1007/s10270-022-01022-z
1,Forward,"QUINTON, Clément et al. Evolution in dynamic software product lines. Journal of software: evolution and process, v. 33, n. 2, p. e2293, 2021.",,https://doi.org/10.1002/smr.2293
1,Forward,"KONERSMANN, Marco. Towards a semantically useful definition of conformance with a reference model. 2023.",,http://dx.doi.org/10.5381/jot.2024.23.3.a5
1,Forward,"CZEPA, Christoph et al. On the understandability of semantic constraints for behavioral software architecture compliance: A controlled experiment. In: 2017 IEEE International Conference on Software Architecture (ICSA). IEEE, 2017. p. 155-164.",,https://doi.org/10.1109/ICSA.2017.10
1,Forward,"UZUN, Burak; TEKINERDOGAN, Bedir. Detecting deviations in the code using architecture view-based drift analysis. Computer Standards & Interfaces, v. 87, p. 103774, 2024.",,https://doi.org/10.1016/j.csi.2023.103774
1,Forward,"KUSMIN, Marge; LAANPERE, Mart. Development and Validation of a Reference Architecture for the Smart Schoolhouse. Baltic Journal of Modern Computing, v. 13, n. 2, 2025.",,https://doi.org/10.22364/bjmc.2025.13.2.02
1,Forward,"BUCHGEHER, Georg; WEINREICH, Rainer; HUBER, Heinz. A platform for the automated provisioning of architecture information for large-scale service-oriented software systems. In: European Conference on Software Architecture. Cham: Springer International Publishing, 2018. p. 203-218.",,https://doi.org/10.1007/978-3-030-00761-4_14
1,Forward,"BUCHGEHER, Georg et al. Improving testing in an enterprise SOA with an architecture-based approach. In: 2016 13th Working IEEE/IFIP Conference on Software Architecture (WICSA). IEEE, 2016. p. 231-240.",,https://doi.org/10.1109/WICSA.2016.24
1,Forward,"MASSAGA, Aristide; KOUAMOU, Georges Edouard. Towards a Framework for Evaluating Technologies for Implementing Microservices Architectures. Journal of Software Engineering and Applications, v. 14, n. 8, p. 442-453, 2021.",,https://doi.org/10.4236/jsea.2021.148026
1,Forward,"BHOGAVALLI, Srinivas et al. ArchCrafter: Leveraging LLMs to Scan and Interpretable Software Architecture Flaws. In: 2025 IEEE 16th Annual Information Technology, Electronics and Mobile Communication Conference (IEMCON). IEEE, 2025. p. 0191-0197.",,https://doi.org/10.1109/IEMCON67450.2025.11381148
1,Forward,"CHAABANE, Mariam et al. Mining approach for software architectures’ description discovery. In: 2017 IEEE/ACS 14th International Conference on Computer Systems and Applications (AICCSA). IEEE, 2017. p. 879-886.",,https://doi.org/10.1109/AICCSA.2017.169
1,Forward,"BUCHGEHER, Georg; WEINREICH, Rainer; KRIECHBAUM, Thomas. Making the case for centralized software architecture management. In: International Conference on Software Quality. Cham: Springer International Publishing, 2015. p. 109-121.",,https://doi.org/10.1007/978-3-319-27033-3_8
1,Forward,"CARACCIOLO, Andrea Enrico Francis. A unified approach to architecture conformance checking. 2016. Tese de Doutorado. Universität Bern.",https://boristheses.unibe.ch/id/eprint/876,
1,Forward,"CHAABANE, Mariam; RODRIGUEZ, Ismael Bouassida. Architecture Mining Approach for Systems-of-Systems: Monitoring and Discovery. In: International Conference on Service-Oriented Computing. Singapore: Springer Nature Singapore, 2024. p. 15-27.",,https://doi.org/10.1007/978-981-96-7238-7_2
1,Forward,"SOMERS, Benjamin. IT infrastructure modeling for risk identification and prevention. 2024. Tese de Doutorado. Ecole nationale supérieure Mines-Télécom Atlantique.",https://theses.hal.science/tel-04650035/,
1,Forward,"STROIŃSKI, Andrzej et al. A Hierarchical Process Model Discovery Algorithm for CRS Systems. Bulletin of the Polish Academy of Sciences Technical Sciences, p. 155043-155043.",,http://doi.org/10.24425/bpasts.2025.155043
1,Forward,"CARACCIOLO, Andrea et al. Evaluating an Architecture Conformance Monitoring Solution. In: 2016 7th International Workshop on Empirical Software Engineering in Practice (IWESEP). IEEE, 2016. p. 41-44.",,https://doi.org/10.1109/IWESEP.2016.12
1,Forward,"QUINTON, Clément. Evolving, Adapting and Optimizing Configurable Software Systems. 2024. Tese de Doutorado. University of Lille.",https://theses.hal.science/tel-04424609/,
1,Forward,"DWORNIKOWSKI, Dariusz; STROINSKI, Andrzej; BRZEZINSKI, Jerzy. Conformance checking of communicating resource systems with RAs calculus. In: 2015 IEEE International Conference on Services Computing. IEEE, 2015. p. 759-764.",,https://doi.org/10.1109/SCC.2015.109
1,Forward,"KRIECHBAUM, Thomas; BUCHGEHER, Georg; WEINREICH, Rainer. Service development and architecture management for an enterprise soa. In: European Conference on Software Architecture. Cham: Springer International Publishing, 2014. p. 186-201.",,https://doi.org/10.1007/978-3-319-09970-5_17
1,Forward,"SCHRÖDER, Sandra. Ontology-based architecture enforcement: defining and enforcing software architecture as a concept language using ontologies and a controlled natural language. 2020. Tese de Doutorado. Staats-und Universitätsbibliothek Hamburg Carl von Ossietzky.",https://ediss.sub.uni-hamburg.de/handle/ediss/8671,
1,Forward,"LIAGHAT, Zainab et al. Using Reo Formalism for Compliance Checking of Architecture Evolution with Evolutionary Rules. In: Advancing Technology Industrialization Through Intelligent Software Methodologies, Tools and Techniques. IOS Press, 2019. p. 725-738.",,http://doi.org/10.3233/FAIA190093
1,Forward,"SCHRÖDER, Sandra; BUCHGEHER, Georg. Applicability of controlled natural languages for architecture analysis and documentation: an industrial case study. In: Proceedings of the 13th European Conference on Software Architecture-Volume 2. 2019. p. 190-196.",,https://doi.org/10.1145/3344948.3344981
1,Forward,"UZUN, Burak. Model-driven software architecture conformance analysis. 2021. Tese de Doutorado. Wageningen University and Research.",https://www.proquest.com/openview/a6314f94e0477344e55325de431f5526/1?pq-origsite=gscholar&cbl=2026366&diss=y,
1,Forward,"WELLER, Adrian. Exploring and categorizing maintainability assurance research for service and microservice-based systems. 2019.",https://elib.uni-stuttgart.de/items/b71d596d-0ace-4f70-a117-1fbf5b2524f8,
1,Forward,"MARTÍNEZ FERNÁNDEZ, Silverio Juan. Gathering empirical evidence and building a business case for software reference architectures in industry. 2016. Tese de Doutorado. Universitat Politècnica de Catalunya.",https://hdl.handle.net/2117/96382,http://dx.doi.org/10.5821/dissertation-2117-96382
1,Forward,"徐永睿; 梁鹏. 面向模式软件体系结构合成中的冲突消解方法. 软件学报, v. 30, n. 8, p. 2428-2452, 2019.",,http://doi.org/10.13328/j.cnki.jos.005511
