Origin Paper,Snowballing Type,Reference,External Link,DOI
17,Backward,"J. Schwarz, A. Steffens, and H. Lichter, “Code smells in infrastructure as code,” in 2018 11th International Conference on the Quality of Information and Communications Technology (QUATIC), 2018, pp. 220–228.",,https://doi.org/10.1109/QUATIC.2018.00040
17,Backward,"I. Kumara, Z. Vasileiou, G. Meditskos, D. A. Tamburri, W.-J. Van Den Heuvel, A. Karakostas, S. Vrochidis, and I. Kompatsiaris, “Towards semantic detection of smells in cloud infrastructure code,” in Proceedings of the 10th International Conference on Web Intelligence, Mining and Semantics, ser. WIMS 2020. New York, NY, USA : Association for Computing Machinery, 2020, p. 63–67.",,https://doi.org/10.1145/3405962.3405979
17,Backward,"T. Sotiropoulos, D. Mitropoulos, and D. Spinellis, “Practical fault detection in puppet programs,” in Proceedings of the ACM/IEEE 42nd International Conference on Software Engineering, ser. ICSE '20. New York, NY, USA : Association for Computing Machinery, 2020, p. 26–37.",https://ieeexplore.ieee.org/document/9284083,
17,Backward,"E. Van Der Bent, J. Hage, J. Visser, and G. Gousios, “How good is your puppet? an empirically defined and validated quality model for puppet,” in 2018 IEEE 25th International Conference on Software Analysis, Evolution and Reengineering (SANER), 2018, pp. 164–174.",,https://doi.org/10.1109/SANER.2018.8330206
17,Backward,"K. Saatkamp, U. Breitenbücher, O. Kopp, and F. Leymann, “An approach to automatically detect problems in restructured deployment models based on formalizing architecture and design patterns,” SICS Softw-Inensiv. Cyber-Phys. Syst. 34, p. 85–97, 2019.",,https://doi.org/10.1007/s00450-019-00397-7
17,Backward,"K. Saatkamp, U. Breitenbücher, M. Falkenthal, L. Harzenetter, and F. Leymann, “An approach to determine & apply solutions to solve detected problems in restructured deployment models using first-order logic,” in International Conference on Cloud Computing and Services Science, 2019.",,http://doi.org/10.5220/0007763204950506
17,Backward,"K. Saatkamp, U. Breitenbücher, O. Kopp, and F. Leymann, “Application scenarios for automated problem detection in tosca topologies by for-malized patterns,” in Papers From the 12th Advanced Summer School on Service-Oriented Computing (SummerSOC'18). IBM Research Division, 2018, pp. 43–53.",https://www.iaas.uni-stuttgart.de/publications/INPROC-2018-33-Application-Scenarios-for-Automated-Problem-Detection-in-TOSCA-Topologies-by-Formalized-Patterns.pdf,
17,Backward,"M. P. Fischer, U. Breitenbücher, K. Képes, and F. Leymann, “Towards an approach for automatically checking compliance rules in deployment models,” in Proceedings of The Eleventh International Conference on Emerging Security Information, Systems and Technologies (SECUR-WARE). Xpert Publishing Services (XPS), 2017, pp. 150–153.",https://www.iaas.uni-stuttgart.de/publications/INPROC-2017-47-Towards-an-Approach-for-Automatically-Checking-Compliance-Rules-in-Deployment-Models.pdf,
17,Backward,"C. Krieger, U. Breitenbücher, K. Képes, and F. Leymann, “An Approach to Automatically Check the Compliance of Declarative Deployment Models,” in Papers from the 12th Advanced Summer School on Service-Oriented Computing (SummerSoC 2018). IBM Research Division, Oktober 2018, Konferenz-Beitrag, pp. 76–89.",https://www.iaas.uni-stuttgart.de/publications/INPROC-2018-42-An-Approach-to-Automatically-Check-the-Compliance-of-Declarative-Deployment-Models.pdf,
17,Backward,"M. Weller, U. Breitenbücher, S. Speth, and S. Becker, “The deployment model abstraction framework. ”.",,https://doi.org/10.1007/978-3-031-26886-1_19
17,Backward,"J. Garcia, D. Popescu, G. Edwards, and N. Medvidovic, “Identifying architectural bad smells,” in 2009 13th European Conference on Software Maintenance and Reengineering, 2009, pp. 255–258.",,https://doi.org/10.1109/CSMR.2009.59
17,Backward,"J. Garcia, D. Popescu, G. Edwards, and N. Medvidovic, “Toward a catalogue of architectural bad smells,” in Architectures for Adaptive Software Systems, R. Mirandola, I. Gorton, and C. Hofmeister, Eds. Berlin, Heidelberg : Springer Berlin Heidelberg, 2009, pp. 146–162.",,https://doi.org/10.1007/978-3-642-02351-4_10
17,Backward,"D. M. Le, D. Link, A. Shahbazian, and N. Medvidovic, “An empirical study of architectural decay in open-source software,” in 2018 IEEE International Conference on Software Architecture (ICSA), 2018, pp. 176–17609.",,https://doi.org/10.1109/ICSA.2018.00027
17,Backward,"R. Marinescu, “Detection strategies: metrics-based rules for detecting design flaws,” in 20th IEEE International Conference on Software Maintenance, 2004. Proceedings., 2004, pp. 350–359.",,https://doi.org/10.1109/ICSM.2004.1357820
17,Backward,"J. Garcia, D. Popescu, C. Mattmann, N. Medvidovic, and Yuanfang Cai, “Enhancing architectural recovery using concerns,” in 2011 26th IEEE/ACM International Conference on Automated Software Engineering (ASE 2011), 2011, pp. 552–555.",,https://doi.org/10.1109/ASE.2011.6100123
17,Backward,"U. Zdun, E. Navarro, and F. Leymann, “Ensuring and assessing ar-chitecture conformance to micro service decomposition patterns,” in Service-Oriented Computing, M. Maximilien, A. Vallecillo, J. Wang, and M. Oriol, Eds. Cham : Springer International Publishing, 2017, pp. 411–429.",,https://doi.org/10.1007/978-3-319-69035-3_29
17,Forward,"VERDET, Alexandre et al. Assessing the adoption of security policies by developers in terraform across different cloud providers. Empirical Software Engineering, v. 30, n. 3, p. 74, 2025.",,https://doi.org/10.1007/s10664-024-10610-0
17,Forward,"OPDEBEECK, Ruben. Static analysis for quality assurance of Ansible infrastructure-as-code artefacts. 2024.",https://www.researchgate.net/profile/Ruben_Opdebeeck/publication/385966036_Static_Analysis_for_Quality_Assurance_of_Ansible_Infrastructure-as-Code_Artefacts/links/673dad3988177c79e83b91c2/Static-Analysis-for-Quality-Assurance-of-Ansible-Infrastructure-as-Code-Artefacts.pdf,
17,Forward,"FALAZI, Ghareeb. Service-oriented integration of blockchain smart contracts. 2025. Tese de Doutorado. Dissertation, Stuttgart, Universität Stuttgart, 2025.",https://elib.uni-stuttgart.de/server/api/core/bitstreams/4ab51bc8-4c6a-4478-bd6f-17e8ddacfad2/content,
17,Forward,"GRAHAM, Lucas; DZIELSKI, Dale; ALSHEHRI, Yasser. Architecture Technical Debt Management and Prioritization: A Systematic Mapping Study. In: International Conference on Computational Science and Computational Intelligence. Cham: Springer Nature Switzerland, 2024. p. 263-281.",,https://doi.org/10.1007/978-3-031-95127-5_20
17,Forward,"BOLHUIS, Koen. Catching Cost Issues in Infrastructure as Code Artifacts using Linters. 2024. Tese de Doutorado.",,
