Origin Paper,Snowballing Type,Reference,External Link,DOI,
2,Backward,"Pautasso, C., Zimmermann, O., Amundsen, M., Lewis, J., Josuttis, N.: Microservices in practice, part 1: reality check and service design. IEEE Softw. 34(1), 91–98 (2017)",,https://doi.org/10.1109/MS.2017.24,
2,Backward,"Pautasso, C., Wilde, E.: Why is the web loosely coupled?: a multi-faceted metric for service design. In: 18th International Conference on World wide web, pp. 911–920. ACM (2009)",,https://doi.org/10.1145/1526709.1526832,
2,Backward,"Perry, D.E., Wolf, A.L.: Foundations for the study of software architecture. ACM SIGSOFT Softw. Eng. Notes 17(4), 40–52 (1992)",,https://doi.org/10.1145/141874.141884,
2,Backward,"Richardson, C.: A pattern language for microservices (2017). http://microservices.io/patterns/index.html",http://microservices.io/patterns/index.html,,
2,Backward,"Rosenberg, F., Celikovic, P., Michlmayr, A., Leitner, P., Dustdar, S.: An end-to-end approach for QoS-aware service composition. In: IEEE International Conference on Enterprise Distributed Object Computing Conference (EDOC 2009), pp. 151–160. IEEE (2009)",,https://doi.org/10.1109/EDOC.2009.14,
2,Backward,"Bramer, M.: Introduction to data mining. Principles of Data Mining. UTCS, pp. 1–8. Springer, London (2016). doi:10.1007/978-1-4471-7307-6_1",,https://doi.org/10.1007/978-1-4471-7307-6_1,
2,Backward,"Van Deursen, A., Hofmeister, C., Koschke, R., Moonen, L., Riva, C.: Symphony: view-driven software architecture reconstruction. In: 4th Working IEEE/IFIP Conference on Software Architecturen (WICSA 2004), pp. 122–132. IEEE (2004)",,https://doi.org/10.1109/WICSA.2004.1310696,
2,Backward,"Viennot, N., Lécuyer, M., Bell, J., Geambasu, R., Nieh, J.: Synapse: a microservices architecture for heterogeneous-database web applications. In: 10th European Conference on Computer Systems, p. 21. ACM (2015)",,https://doi.org/10.1145/2741948.2741975,
2,Backward,"Zdun, U.: A DSL toolkit for deferring architectural decisions in DSL-based software design. Inf. Softw. Technol. 52(7), 733–748 (2010)",,https://doi.org/10.1016/j.infsof.2010.03.004,
2,Backward,"Zimmermann, O.: Microservices tenets. Comput. Sci. Res. Dev. 32(3), 301–310 (2017)",,https://doi.org/10.1007/s00450-016-0337-0,
2,Backward,"Zimmermann, O., Gschwind, T., Küster, J., Leymann, F., Schuster, N.: Reusable architectural decision models for enterprise application development. In: Overhage, S., Szyperski, C.A., Reussner, R., Stafford, J.A. (eds.) QoSA 2007. LNCS, vol. 4880, pp. 15–32. Springer, Heidelberg (2007). doi:10.1007/978-3-540-77619-2_2",,https://doi.org/10.1007/978-3-540-77619-2_2,
2,Forward,"LENARDUZZI, Valentina et al. Does migrating a monolithic system to microservices decrease the technical debt?. Journal of Systems and Software, v. 169, p. 110710, 2020.",,https://doi.org/10.1016/j.jss.2020.110710,
2,Forward,"LERCHER, Alexander et al. Microservice API evolution in practice: A study on strategies and challenges. Journal of Systems and Software, v. 215, p. 112110, 2024.",,https://doi.org/10.1016/j.jss.2024.112110,
2,Forward,"JOSEPH, Christina Terese; CHANDRASEKARAN, K. Straddling the crevasse: A review of microservice software architecture foundations and recent advancements. Software: Practice and Experience, v. 49, n. 10, p. 1448-1484, 2019.",,https://doi.org/10.1002/spe.2729,
2,Forward,"ORTIZ, Guadalupe et al. A microservice architecture for real-time IoT data processing: A reusable Web of things approach for smart ports. Computer Standards & Interfaces, v. 81, p. 103604, 2022.",,https://doi.org/10.1016/j.csi.2021.103604, 
2,Forward,"ENGEL, Thomas et al. Evaluation of microservice architectures: A metric and tool-based approach. In: International Conference on Advanced Information Systems Engineering. Cham: Springer International Publishing, 2018. p. 74-89.",,https://doi.org/10.1007/978-3-319-92901-9_8,
2,Forward,"RADEMACHER, Florian; SACHWEH, Sabine; ZÜNDORF, Albert. A modeling method for systematic architecture reconstruction of microservice-based software systems. In: International Conference on Business Process Modeling, Development and Support. Cham: Springer International Publishing, 2020. p. 311-326.",,https://doi.org/10.1007/978-3-030-49418-6_21,
2,Forward,"ZDUN, Uwe et al. Microservice security metrics for secure communication, identity management, and observability. ACM transactions on software engineering and methodology, v. 32, n. 1, p. 1-34, 2023.",,https://doi.org/10.1145/3532183,
2,Forward,"COJOCARU, Michel-Daniel; UTA, Alexandru; OPRESCU, Ana-Maria. Attributes assessing the quality of microservices automatically decomposed from monolithic applications. In: 2019 18th International Symposium on Parallel and Distributed Computing (ISPDC). IEEE, 2019. p. 84-93.",,https://doi.org/10.1109/ISPDC.2019.00021,
2,Forward,"WALKER, Andrew; LAIRD, Ian; CERNY, Tomas. On automatic software architecture reconstruction of microservice applications. In: Information Science and Applications: Proceedings of ICISA 2020. Singapore: Springer Singapore, 2021. p. 223-234.",,https://doi.org/10.1007/978-981-33-6385-4_21,
2,Forward,"EL MALKI, Amine; ZDUN, Uwe. Guiding architectural decision making on service mesh based microservice architectures. In: European Conference on Software Architecture. Cham: Springer International Publishing, 2019. p. 3-19.",,https://doi.org/10.1007/978-3-030-29983-5_1,
2,Forward,"NTENTOS, Evangelos et al. On the understandability of design-level security practices in infrastructure-as-code scripts and deployment architectures. ACM transactions on software engineering and methodology, v. 34, n. 1, p. 1-37, 2025.",,https://doi.org/10.1145/3691630,
2,Forward,"ORTIZ, Guadalupe et al. Real-time context-aware microservice architecture for predictive analytics and smart decision-making. IEEE Access, v. 7, p. 183177-183194, 2019.",,https://doi.org/10.1109/ACCESS.2019.2960516,
2,Forward,"QUÉVAL, Pierre-Jean et al. On the understandability of coupling-related practices in infrastructure-as-code based deployments. Information and Software Technology, v. 185, p. 107761, 2025.",,https://doi.org/10.1016/j.infsof.2025.107761,
2,Forward,"NTENTOS, Evangelos et al. Assessing architecture conformance to coupling-related patterns and practices in microservices. In: European Conference on Software Architecture. Cham: Springer International Publishing, 2020. p. 3-20.",,https://doi.org/10.1007/978-3-030-58923-3_1,
2,Forward,"GENFER, Patric; ZDUN, Uwe. Exploring architectural evolution in microservice systems using repository mining techniques and static code analysis. In: European Conference on Software Architecture. Cham: Springer Nature Switzerland, 2024. p. 157-173.",,https://doi.org/10.1007/978-3-031-70797-1_10,
2,Forward,"DE OLIVEIRA ROSA, Thatiane et al. CharM—Evaluating a model for characterizing service-based architectures. Journal of Systems and Software, v. 206, p. 111826, 2023.",,https://doi.org/10.1016/j.jss.2023.111826,
2,Forward,"SINGJAI, Apitchaka; ZDUN, Uwe. Conformance assessment of Architectural Design Decisions on API endpoint designs derived from domain models. Journal of Systems and Software, v. 193, p. 111433, 2022.",,https://doi.org/10.1016/j.jss.2022.111433,
2,Forward,"GENFER, Patric; ZDUN, Uwe. Identifying domain-based cyclic dependencies in microservice apis using source code detectors. In: European Conference on Software Architecture. Cham: Springer International Publishing, 2021. p. 207-222.",,https://doi.org/10.1007/978-3-030-86044-8_15,
2,Forward,"LICHTENTHÄLER, Robin; WIRTZ, Guido. Towards a quality model for cloud-native applications. In: European Conference on Service-Oriented and Cloud Computing. Cham: Springer International Publishing, 2022. p. 109-117.",,https://doi.org/10.1007/978-3-031-04718-3_7,
2,Forward,"ZDUN, Uwe et al. Detection strategies for microservice security tactics. IEEE transactions on dependable and secure computing, v. 21, n. 3, p. 1257-1273, 2023.",,https://doi.org/10.1109/TDSC.2023.3276487,
2,Forward,"TATO, Genc et al. Split and migrate: Resource-driven placement and discovery of microservices at the edge. In: OPODIS 2019: 23rd International Conference On Principles Of Distributed Systems. 2019. p. 1-16.",https://inria.hal.science/hal-02401933/document,https://doi.org/10.4230/LIPIcs.OPODIS.2019.29,
2,Forward,"ALMEIDA, João Franscisco; SILVA, António Rito. Monolith migration complexity tuning through the application of microservices patterns. In: European Conference on Software Architecture. Cham: Springer International Publishing, 2020. p. 39-54.",,https://doi.org/10.1007/978-3-030-58923-3_3,
2,Forward,"NTENTOS, Evangelos et al. Metrics for assessing architecture conformance to microservice architecture patterns and practices. In: International Conference on Service-Oriented Computing. Cham: Springer International Publishing, 2020. p. 580-596.",,https://doi.org/10.1007/978-3-030-65310-1_42,
2,Forward,"MASOUDI, Sepideh et al. A Non-Intrusive Framework for Deferred Integration of Cloud Patterns in Energy-Efficient Data-Sharing Pipelines. In: International Conference on Service-Oriented Computing. Singapore: Springer Nature Singapore, 2025. p. 429-438.",,https://doi.org/10.1007/978-981-95-5012-8_31,
2,Forward,"DOS SANTOS, Eder; CASAS, Sandra. Unveiling quality in API management: A systematic mapping study. In: 2024 L Latin American Computer Conference (CLEI). IEEE, 2024. p. 1-10.",,https://doi.org/10.1109/CLEI64178.2024.10700447,
2,Forward,"XING, Yongchao et al. Catalog, Impact, and Evaluation of Microservice Bad Smells: A Systematic Literature Review. Software: Practice and Experience, 2026.",,https://doi.org/10.1002/spe.70053,
2,Forward,"NTENTOS, Evangelos et al. Detecting and resolving coupling-related infrastructure as code based architecture smells in microservice deployments. In: 2023 IEEE 16th International Conference on Cloud Computing (CLOUD). IEEE, 2023. p. 201-211.",,https://doi.org/10.1109/CLOUD60044.2023.00031,
2,Forward,"NTENTOS, Evangelos; WARNETT, Stephen John; ZDUN, Uwe. On the understandability of machine learning practices in deep learning and reinforcement learning based systems. Journal of Systems and Software, v. 222, p. 112343, 2025.",,https://doi.org/10.1016/j.jss.2025.112343,
2,Forward,"KRIEGER, Christoph et al. Monitoring behavioral compliance with architectural patterns based on complex event processing. In: European Conference on Service-Oriented and Cloud Computing. Cham: Springer International Publishing, 2020. p. 125-140.",,https://doi.org/10.1007/978-3-030-44769-4_10,
2,Forward,"NEBEL, Andrés. Arquitectura de microservicios para plataformas de integración. 2019.",https://www.lareferencia.info/vufind/Record/UY_af185ab1aace94010653f2348f8868f6,,
2,Forward,"NTENTOS, Evangelos et al. Assessing architecture conformance to coupling-related infrastructure-as-code best practices: Metrics and case studies. In: European Conference on Software Architecture. Cham: Springer International Publishing, 2022. p. 101-116.",,https://doi.org/10.1007/978-3-031-16697-6_7,
2,Forward,"NTENTOS, Evangelos et al. Assessing architecture conformance to security-related practices in infrastructure as code based deployments. In: 2022 IEEE International Conference on Services Computing (SCC). IEEE, 2022. p. 123-133.",,https://doi.org/10.1109/SCC55611.2022.00029,
2,Forward,"BOGNER, Justus et al. Exploring maintainability assurance research for service-and microservice-based systems: Directions and differences. In: Joint Post-proceedings of the First and Second International Conference on Microservices (Microservices 2017/2019). Schloss Dagstuhl–Leibniz-Zentrum für Informatik, 2020. p. 3: 1-3: 22.",,https://doi.org/10.4230/OASIcs.Microservices.2017-2019.3,
2,Forward,"ZAKUTYNSKYI, I. V.; RABODZEY, I. Y. MICROSERVICE COMMUNICATION FOR IOT-BASED SYSTEMS. ARCHITECTURE REVIEW AND PERFORMANCE TEST. Electronics & Control Systems, v. 74, n. 4, 2022.",,https://doi.org/10.18372/1990-5548.74.17311,
2,Forward,"GIALLORENZO, Saverio et al. A Toolchain for Checking Domain-and Model-Driven Properties of Jolie Microservices. In: International Conference on Service-Oriented Computing. Singapore: Springer Nature Singapore, 2024. p. 161-175.",,https://doi.org/10.1007/978-981-96-0808-9_13,
2,Forward,"DE BOER, Willemijn. A Meshed Up Data Architecture Design. Retrieved November, v. 14, p. 2022, 2022.",https://repository.tudelft.nl/file/File_b15620fc-e9c8-4a5b-9d39-dc0738482be2,,
2,Forward,"ZHAO, Ke; ZHAO, Junfeng. Fuzzy hierarchy analysis based microservice splitting result evaluation. In: 2023 IEEE International Performance, Computing, and Communications Conference (IPCCC). IEEE, 2023. p. 60-65.",,https://doi.org/10.1109/IPCCC59175.2023.10253880,
2,Forward,"ZDUN, Uwe et al. On the design and architecture of deployment pipelines in cloud-and service-based computing-A model-based qualitative study. In: 2019 IEEE International Conference on Services Computing (SCC). IEEE, 2019. p. 141-145.",,https://doi.org/10.1109/SCC.2019.00033,
2,Forward,"AHMED, Eman; NASHAAT, Heba; RIZK, Rawya. Machine learning for fog computing: perceiving QoE for IoT applications. In: International Conference on Advanced Intelligent Systems and Informatics. Cham: Springer Nature Switzerland, 2023. p. 482-496.",,https://doi.org/10.1007/978-3-031-43247-7_42,
2,Forward,"SINGJAI, Apitchaka; ZDUN, Uwe. API description-based conformance assessment of architectural design decision. In: 2022 IEEE International Conference on Service-Oriented System Engineering (SOSE). IEEE, 2022. p. 59-68.",,https://doi.org/10.1109/SOSE55356.2022.00013,
2,Forward,"MASOUDI, Sepideh; DALY, Mark Edward Michael; KIESEL, Jannis. in Energy-Efficient Data-Sharing. In: Service-Oriented Computing: 23rd International Conference, ICSOC 2025, Shenzhen, China, December 1–4, 2025, Proceedings, Part I. Springer Nature, 2026. p. 429.",https://books.google.com/books?hl=pt-BR&lr=&id=an-lEQAAQBAJ&oi=fnd&pg=PA429&ots=uvhZJkCAB-&sig=s8FT2gyraaEhmwPUPg709hvL42A,,
2,Forward,"ORTIZ BELLOT, Guadalupe et al. A microservice architecture for real-time IoT data processing: A reusable Web of things approach for smart ports. 2022.",,http://dx.doi.org/10.1016/j.csi.2021.103604,
2,Forward,"LERCHER, Alexander et al. The Journal of Systems & Software.",,https://doi.org/10.1016/j.jss.2024.112110,
2,Forward,"ARAUJO, Elena A. et al. Applying a Multi-platform Architectural Conformance Solution in a Real-world Microservice-based System. In: Proceedings of the 14th Brazilian Symposium on Software Components, Architectures, and Reuse. 2020. p. 41-50.",,https://doi.org/10.1145/3425269.3425270,
2,Forward,"MIRZAIE, Mansooreh; ABADEH, Maryam Nooraei. An approach to modeling and simulating resiliency in multidisciplinary microservice networks. International Journal of Modeling, Simulation, and Scientific Computing, v. 14, n. 3, p. 2350011, 2023. DOI: https://doi.org/10.1142/S1793962323500113.",,https://doi.org/10.1142/S1793962323500113,
2,Forward,"DHAMODARAN, Bala Krishna. Applicability of Fractal Architecture Based Microservices on System-of-Systems. In: PLAIS EuroSymposium on Digital Transformation. Cham: Springer International Publishing, 2022. p. 109-125.",,https://doi.org/10.1007/978-3-031-23012-7_7,
2,Forward,"ORTIZ, Guadalupe; GARCIA-DE-PRADO, Alfonso. Towards Sustainable Water Resource Management: a Software Architecture for Smart Water Supply Networks.",,https://doi.org/10.17758/EARES11.EAP0422211,
2,Forward,"DE SYNTHÈSE, RAPPORT DE PROJET; KOÏTA, MOHAMED DRAMANE JEAN-PHILIPPE. CARACTÉRISATION DES DÉPENDANCES LOGICIELLES ARCHITECTURALES INTER-SERVICES: UNE ANALYSE EMPIRIQUE SUR 13 ARCHITECTURES OPEN-SOURCE. 2022.",https://mosser.github.io/files/students/koita22.pdf,,
2,Forward,"LANGERMEIER, Melanie. Generic analysis support for understanding, evaluating and comparing enterprise architecture models. 2019. Tese de Doutorado. Dissertation, Augsburg, Universität Augsburg, 2019.",https://opus.bibliothek.uni-augsburg.de/opus4/frontdoor/deliver/index/docId/77609/file/Dissertation+Langermeier.pdf,,
2,Forward,"ORTIZ BELLOT, Guadalupe et al. Real-Time Context-Aware Microservice Architecture for Predictive Analytics and Smart Decision-Making. 2019.",,http://dx.doi.org/10.1109/ACCESS.2019.2960516,
2,Forward,"ENGEL, Thomas; LANGERMEIER, Melanie; BAUER, Bernhard. A Metric and Tool-Based Approach. In: Information Systems in the Big Data Era: CAiSE Forum 2018, Tallinn, Estonia, June 11-15, 2018, Proceedings. Springer, 2018. p. 74.",,https://doi.org/10.1007/978-3-319-92901-9_8,
2,Forward,"DAOUD, Mohamed Taoufik. Vers une approche d’identification automatique de microservices pour les besoins de migration de systèmes d’information. 2021. Tese de Doutorado. Université de Lyon.",https://theses.hal.science/tel-03663589/,,
