Origin Paper,Snowballing Type,Reference,External Link,DOI
18,Backward,"Heseding, F., Scheibel, W., Döllner, J.: Tooling for time-and space-efficient git repository mining. In: Proceedings of the 19th International Conference on Mining Software Repositories, pp. 413–417 (2022)",,https://doi.org/10.1145/3524842.3528503
18,Backward,"Kolassa, C., Riehle, D., Salim, M.A.: A model of the commit size distribution of open source. In: van Emde Boas, P., Groen, F.C.A., Italiano, G.F., Nawrocki, J., Sack, H. (eds.) SOFSEM 2013. LNCS, vol. 7741, pp. 52–66. Springer, Heidelberg (2013). https://doi.org/10.1007/978-3-642-35843-2_6",,https://doi.org/10.1007/978-3-642-35843-2_6
18,Backward,"Rosik, J., Le Gear, A., Buckley, J., Babar, M. A., Connolly, D.: Assessing architectural drift in commercial software development: a case study. Softw. Pract. Exp. 41(1), 63–86 (2011)",,https://doi.org/10.1002/spe.999
18,Backward,"Ntentos, E.: Detector-based component model abstraction for microservice-based systems. Computing 103(11), 2521–2551 (2021)",,https://doi.org/10.1007/s00607-021-01002-z
18,Backward,"Genfer, P., Zdun, U.: Identifying domain-based cyclic dependencies in microservice APIs using source code detectors. In: Biffl, S., Navarro, E., Löwe, W., Sirjani, M., Mirandola, R., Weyns, D. (eds.) ECSA 2021. LNCS, vol. 12857, pp. 207–222. Springer, Cham (2021). https://doi.org/10.1007/978-3-030-86044-8_15",,https://doi.org/10.1007/978-3-030-86044-8_15
18,Backward,"Hirzalla, M., Cleland-Huang, J., Arsanjani, A.: A metrics suite for evaluating flexibility and complexity in service oriented architectures. In: Feuerlicht, G., Lamersdorf, W. (eds.) ICSOC 2008. LNCS, vol. 5472, pp. 41–52. Springer, Heidelberg (2009). https://doi.org/10.1007/978-3-642-01247-1_5",,https://doi.org/10.1007/978-3-642-01247-1_5
18,Backward,"Ntentos, E., Zdun, U., Plakidas, K., Meixner, S., Geiger, S.: Assessing architecture conformance to coupling-related patterns and practices in microservices. In: Jansen, A., Malavolta, I., Muccini, H., Ozkaya, I., Zimmermann, O. (eds.) ECSA 2020. LNCS, vol. 12292, pp. 3–20. Springer, Cham (2020). https://doi.org/10.1007/978-3-030-58923-3_1",,https://doi.org/10.1007/978-3-030-58923-3_1
18,Backward,"Zhou, X., et al.: Benchmarking microservice systems for software engineering research. In: Proceedings of the 40th International Conference on Software Engineering: Companion Proceeedings, ser. ICSE 2018, pp. 323–324. Association for Computing Machinery, New York (2018). https://doi.org/10.1145/3183440.3194991",,https://doi.org/10.1145/3183440.3194991
18,Backward,"Li, B., Peng, X., Xiang, Q., Wang, H., Xie, T., Sun, J., Liu, X.: Enjoy your observability: an industrial survey of microservice tracing and analysis. Empir. Softw. Eng. 27, 1–28 (2022)",,https://doi.org/10.1007/s10664-021-10063-9
18,Backward,"Zhang, C., et al.: Deeptralog: trace-log combined microservice anomaly detection through graph-based deep learning. In: Proceedings of the 44th International Conference on Software Engineering, pp. 623–634 (2022)",,https://doi.org/10.1145/3510003.3510180
18,Forward,"CERNY, Tomas; GOULIS, Gabriel; ABDELFATTAH, Amr S. Towards change impact analysis in microservices-based system evolution. In: 2025 IEEE International Conference on Software Analysis, Evolution and Reengineering (SANER). IEEE, 2025. p. 159-169.",,https://doi.org/10.1109/SANER64311.2025.00023
18,Forward,"ABDELFATTAH, Amr S. et al. Assessing evolution of microservices using static analysis. Applied Sciences, v. 14, n. 22, p. 10725, 2024.",,https://doi.org/10.3390/app142210725
18,Forward,"CERNY, Tomas et al. Analyzing evolution of microservice-based systems. In: Proceedings of the 33rd ACM International Conference on the Foundations of Software Engineering. 2025. p. 1030-1034.",,https://doi.org/10.1145/3696630.3728575
18,Forward,"PAUDEL, Bhuwan; GONZALEZ-HUERTA, Javier; ZABARDAST, Ehsan. Temporal Evolution of Architectural Complexity and Technical Debt in Microservices: An Exploratory Case Study. In: International Conference on Product-Focused Software Process Improvement. Cham: Springer Nature Switzerland, 2025. p. 285-302.",,https://doi.org/10.1007/978-3-032-12089-2_18
18,Forward,"GENFER, Patric; ZDUN, Uwe. Using Guided Community Detection to Improve Existing Microservice Designs. In: International Conference on Service-Oriented Computing. Singapore: Springer Nature Singapore, 2025. p. 205-220.",,https://doi.org/10.1007/978-981-95-5012-8_15
