Origin Paper,Snowballing Type,Reference,External Link,DOI
14,Backward,"A. Singjai, U. Zdun, O. Zimmermann, and C. Pautasso, “Patterns on deriving apis and api endpoints from domain model elements,” in European Conference on Pattern Languages of Programs (EuroPLoP’21), July 2021.",,https://doi.org/10.1145/3489449.3489976
14,Backward,"D. Lübke, O. Zimmermann, C. Pautasso, U. Zdun, and M. Stocker, “Interface evolution patterns: Balancing compatibility and extensibility across service life cycles,” in Proceedings of the 24th European Conference on Pattern Languages of Programs, ser. EuroPLop ’19. New York, NY, USA: Association for Computing Machinery, 2019.",,https://doi.org/10.1145/3361149.3361164
14,Backward,"K. Petersen, S. Vakkalanka, and L. Kuzniarz, “Guidelines for conducting systematic mapping studies in software engineering: An update,” Information and software technology, vol. 64, pp. 1–18, 2015.",,https://doi.org/10.1016/j.infsof.2015.03.007
14,Backward,"S. Keele et al., “Guidelines for performing systematic literature reviews in software engineering,” Technical report, Ver. 2.3 EBSE Technical Report. EBSE, Tech. Rep., 2007.",https://www.researchgate.net/profile/Barbara-Kitchenham/publication/302924724_Guidelines_for_performing_Systematic_Literature_Reviews_in_Software_Engineering/links/61712932766c4a211c03a6f7/Guidelines-for-performing-Systematic-Literature-Reviews-in-Software-Engineering.pdf,
14,Backward,"M. Stocker, O. Zimmermann, U. Zdun, D. Lübke, and C. Pautasso, “Interface quality patterns: Communicating and improving the quality of microservices apis,” in Proceedings of the 23rd European Conference on Pattern Languages of Programs, ser. EuroPLoP ’18. New York, NY, USA : Association for Computing Machinery, 2018.",,https://doi.org/10.1145/3282308.3282319
14,Backward,"D. Persson, “Swagger reader,” https://github.com/kalaspuffar/swagger-reader, 2020.",https://github.com/kalaspuffar/swagger-reader,
14,Backward,"L. Passos, R. Terra, M. T. Valente, R. Diniz, and N. Mendonça, “Static architecture-conformance checking: An illustrative overview,” IEEE Software, vol. 27, no. 5, pp. 82–89, 2010.",,https://doi.org/10.1109/MS.2009.117
14,Backward,"F. Tian, P. Liang, and M. A. Babar, “Relationships between software architecture and source code in practice: An exploratory survey and interview,” Information and Software Technology, vol. 141, p. 106705, 2022.",,https://doi.org/10.1016/j.infsof.2021.106705
14,Backward,"W. Hasselbring, “Software architecture: Past, present, future,” in The Essence of Software Engineering. Springer, Cham, 2018, pp. 169–184.",,https://doi.org/10.1007/978-3-319-73897-0_10
14,Backward,"U. Zdun, E. Navarro, and F. Leymann, “Ensuring and assessing architecture conformance to microservice decomposition patterns,” in International Conference on Service-Oriented Computing. Springer, 2017, pp. 411–429.",,https://doi.org/10.1007/978-3-319-69035-3_29
14,Backward,"E. Ntentos, U. Zdun, K. Plakidas, S. Meixner, and S. Geiger, “Assessing architecture conformance to coupling-related patterns and practices in microservices,” in European Conference on Software Architecture. Springer, 2020, pp. 3–20.",,https://doi.org/10.1007/978-3-030-58923-3_1
14,Backward,"E. Ntentos, U. Zdun, K. Plakidas, S. Meixner, and S. Geiger, “Metrics for assessing architecture conformance to microservice architecture patterns and practices,” in International Conference on Service-Oriented Computing. Springer, 2020, pp. 580–596.",,https://doi.org/10.1007/978-3-030-65310-1_42
14,Backward,"M. Athanasopoulos, K. Kontogiannis, and C. Brealey, “Towards an interpretation framework for assessing interface uniformity in rest,” in Proceedings of the Second International Workshop on RESTful Design, 2011, pp. 47–50.",,https://doi.org/10.1145/1967428.1967440
14,Backward,"S. Kapferer and O. Zimmermann, “Domain-driven architecture modeling and rapid prototyping with context mapper,” in International Conference on Model-Driven Engineering and Software Development. Springer, 2020, pp. 250–272.",,https://doi.org/10.1007/978-3-030-67445-8_11
14,Backward,"M. P. Robillard, E. Bodden, D. Kawrykow, M. Mezini, and T. Ratchford, “Automated api property inference techniques,” IEEE Transactions on Software Engineering, vol. 39, no. 5, pp. 613–637, 2012.",,https://doi.org/10.1109/TSE.2012.63
14,Backward,"T. Scheller and E. Kühn, “Automated measurement of api usability: The api concepts framework,” Information and Software Technology, vol. 61, pp. 145–162, 2015.",,https://doi.org/10.1016/j.infsof.2015.01.009
14,Backward,"S. M. Sohan, C. Anslow, and F. Maurer, “Spyrest: Automated restful api documentation using an http proxy server (n),” in 2015 30th IEEE/ACM International Conference on Automated Software Engineering (ASE), 2015, pp. 271–276.",,https://doi.org/10.1109/ASE.2015.52
14,Forward,"SHAH, Hardik; KAMUNI, Navin. DesignSystemsJS-Building a Design Systems API for aiding standardization and AI integration. In: 2023 International Conference on Computing, Networking, Telecommunications & Engineering Sciences Applications (CoNTESA). IEEE, 2023. p. 83-89.",,https://doi.org/10.1109/CoNTESA61248.2023.10384889
14,Forward,"SUN, Chang-Ai et al. Detecting inconsistencies in microservice-based systems: An annotation-assisted scenario-oriented approach. IEEE Transactions on Services Computing, v. 17, n. 5, p. 2194-2209, 2024.",,https://doi.org/10.1109/TSC.2024.3399652
