Origin Paper,Snowballing Type,Reference,External Link,DOI
20,Backward,"U. Zdun, “Microservice security metrics for secure communication, identity management, and observability,” Trans. Softw. Eng. Methodol., 2023. [Online]. Available: https://dl.acm.org/doi/10.1145/3532183",,https://doi.org/10.1145/3532183
20,Backward,"E. Ntentos, “Detector-based component model abstraction for microservice-based systems,” Computing, vol. 103, pp. 2521–2551, 2021.",,https://doi.org/10.1007/s00607-021-01002-z
20,Backward,"J. Frank and E. Harrell, Regression Modeling Strategies: With Applications to Linear Models, Logistic and Ordinal Regression, and Survival Analysis, 2nd ed., Berlin, Heidelberg : Springer, 2015.",https://link.springer.com/book/10.1007/978-1-4757-3462-1,
20,Backward,"F. E. Harrell, “Package ‘RMS’,” 2022. [Online]. Available: https://cran.r-project.org/web/packages/rms/rms.pdf",https://mirror.las.iastate.edu/CRAN/web/packages/rms/rms.pdf,
20,Backward,"E. Gamma, R. Helm, R. Johnson, and J. Vlissides, Design Patterns: Elements of Reusable Object-Oriented Software. Reading, MA, USA : Addison-Wesley, 1995.",,
20,Backward,"U. Zdun, E. Navarro, and F. Leymann, “Ensuring and assessing architecture conformance to microservice decomposition patterns,” in Proc. Int. Conf. Serv.-Oriented Comput., Cham, Springer International Publishing, 2017, pp. 411–429.",,https://doi.org/10.1007/978-3-319-69035-3_29
20,Backward,"A. Airola, T. Pahikkala, W. Waegeman, B. De Baets, and T. Salakoski, “An experimental comparison of cross-validation techniques for estimating the area under the ROC curve,” Comput. Statist. Data Anal., vol. 55, no. 4, pp. 1828–1844, 2011.",,https://doi.org/10.1016/j.csda.2010.11.018
20,Backward,"S. Baccianella, A. Esuli, and F. Sebastiani, “Evaluation measures for ordinal regression,” in Proc. 9th Int. Conf. Intell. Syst. Des. Appl., 2009, pp. 283–287.",,https://doi.org/10.1109/ISDA.2009.230
20,Backward,"D. Chen, M. Courtland, A. Faulkner, and A. Ezen-Can, “Error-sensitive evaluation for ordinal target variables,” in Proc. 2nd Workshop Eval. Comparison NLP Syst., Punta Cana, Dominican Republic, Association for Computational Linguistics, 2021, pp. 189–199.",,https://doi.org/10.18653/v1/2021.eval4nlp-1.19
20,Backward,"P. Genfer and U. Zdun, “Avoiding excessive data exposure through microservice APIs,” in Proc. Eur. Conf. Softw. Architecture, Cham, Springer International Publishing, 2022, pp. 3–18.",,https://doi.org/10.1007/978-3-031-16697-6_1
20,Backward,"O. Zimmermann, M. Stocker, U. Zdun, D. Luebke, and C. Pautasso, “Microservice API patterns,” 2019. [Online]. Available: https://microservice-api-patterns.org",https://microservice-api-patterns.org,
20,Backward,"J. Skowronski, “Best practices for event-driven microservice architecture,” 2019. [Online]. Available: https://hackernoon.com/best-practices-for-event-driven-microservice-architecture-e034p21lk",https://hackernoon.com/best-practices-for-event-driven-microservice-architecture-e034p21lk,
20,Backward,"C. Pahl and P. Jamshidi, “Microservices: A systematic mapping study,” in Proc. 6th Int. Conf. Cloud Comput. Serv. Sci., Setubal, PRT, SCITEPRESS, 2016, pp. 137–146.",,https://doi.org/10.5220/0005785501370146
20,Backward,"D. Taibi and V. Lenarduzzi, “On the definition of microservice bad smells,” IEEE Softw., vol. 35, no. 3, pp. 56–62, May/ Jun. 2018.",,https://doi.org/10.1109/MS.2018.2141031
20,Backward,"M. Hafiz, P. Adamczyk, and R. E. Johnson, “Growing a pattern language (for security),” in Proc. ACM Int. Symp. New Ideas, New Paradigms, Reflections Program. Softw., New York, NY, USA, 2012, pp. 139–158.",,https://doi.org/10.1145/2384592.2384607
20,Backward,"M. Schumacher, E. Fernandez-Buglioni, D. Hybertson, F. Buschmann, and P. Sommerlad, Security Patterns: Integrating Security and Systems Engineering. New York, NY, USA : Wiley, 2013.",,https://doi.org/10.1007/s002870200223
20,Backward,"P. Rempel, P. Mäder, T. Kuschke, and J. Cleland-Huang, “Mind the gap: Assessing the conformance of software traceability to relevant guidelines,” in Proc. 36th Int. Conf. Softw. Eng., 2014, pp. 943–954.",,https://doi.org/10.1145/2568225.2568290
20,Backward,"G. Y. Guo, J. M. Atlee, and R. Kazman, “A software architecture reconstruction method,” in Proc. Work. Conf. Softw. Architecture, Berlin, Heidelberg, Springer, 1999, pp. 15–33.",,https://doi.org/10.1007/978-0-387-35563-4_2
20,Backward,"A. Van Deursen, C. Hofmeister, R. Koschke, L. Moonen, and C. Riva, “Symphony: View-driven software architecture reconstruction,” in Proc. IEEE/IFIP 4th Work. Conf. Softw. Architecturen, Washington, DC, USA, 2004, pp. 122–132.",,https://doi.org/10.1109/WICSA.2004.1310696
20,Backward,"T. Haitzer and U. Zdun, “Semi-automated architectural abstraction specifications for supporting software evolution,” Sci. Comput. Program., vol. 90, pp. 135–160, 2014.",,https://doi.org/10.1016/j.scico.2013.10.004
20,Backward,"S. C. Payne, “A guide to security metrics,” Rockville, MD, USA: SANS Institute Information Security Reading Room, 2006.",https://www.researchgate.net/profile/Abdelkader-Bouaziz/post/Security_metrics_refrences/attachment/60eefc98647f3906fc88d119/AS%3A1045487146786816%401626274968696/download/Security+Metics+2.pdf,
20,Backward,"J. Ingeno, Software Architect's Handbook: Become a Successful Software Architect by Implementing Effective Architecture Concepts. Birmingham, U.K. : Packt Publishing Ltd, 2018.",https://books.google.com/books?hl=en&lr=&id=6EZsDwAAQBAJ&oi=fnd&pg=PP1&ots=EKcLndMhJ7&sig=kb-2ne7BdhkXS5gKcpApyxGceTE,
20,Backward,"OWASP, “Microservices security cheat sheet,” 2023. [Online]. Available: https://cheatsheetseries.owasp.org/cheatsheets/Microservices_Security_Cheat_Sheet.html",https://cheatsheetseries.owasp.org/cheatsheets/Microservices_Security_Cheat_Sheet.html,
20,Backward,"P. Parrend, T. Mazzucotelli, and F. Colin, “Using design structure matrices (DSM) as security controls for software architectures,” Complex System Digital Campus, cS-DC Research Report, May 2017, doi: 10.13140/RG.2.2.25336.85761.",https://www.researchgate.net/profile/Pierre-Parrend/publication/317032985_Using_Design_Structure_Matrices_DSM_as_security_controls_for_software_architectures/links/59203214458515e3d402f383/Using-Design-Structure-Matrices-DSM-as-security-controls-for-software-architectures.pdf,
20,Backward,"A. Ramos, M. Lazar, R. H. Filho, and J. J. Rodrigues, “Model-based quantitative network security metrics: A survey,” IEEE Commun. Surv. Tuts., vol. 19, no. 4, pp. 2704–2734, Fourth Quarter 2017.",,https://doi.org/10.1109/COMST.2017.2745505
20,Backward,"S. Noel and S. Jajodia, “A suite of metrics for network attack graph analytics,” in Network Security Metrics, Berlin, Heidelberg : Springer, 2017, pp. 141–176.",,https://doi.org/10.1007/978-3-319-66505-4_7
20,Backward,"L. Wang, T. Islam, T. Long, A. Singhal, and S. Jajodia, “An attack graph-based probabilistic security metric,” in Proc. IFIP Annu. Conf. Data Appl. Secur., Berlin, Heidelberg, Springer, 2008, pp. 283–296.",,https://doi.org/10.1007/978-3-540-70567-3_22
20,Backward,"C. Pautasso and E. Wilde, “Why is the web loosely coupled?: A multi-faceted metric for service design,” in Proc. 18th Int. Conf. On World Wide Web, New York, NY, USA, 2009, pp. 911–920.",,https://doi.org/10.1145/1526709.1526832
20,Backward,"J. Bogner, S. Wagner, and A. Zimmermann, “Towards a practical maintainability quality model for service-and microservice-based systems,” in Proc. 11th Eur. Conf. Softw. Architecture: Companion Proc., New York, NY, USA, 2017, pp. 195–198.",,https://doi.org/10.1145/3129790.3129816
20,Backward,"T. Engel, M. Langermeier, B. Bauer, and A. Hofmann, “Evaluation of microservice architectures: A metric and tool-based approach,” in Proc. Int. Conf. Adv. Inf. Syst. Eng., Cham, Springer International Publishing, 2018, pp. 74–89.",,https://doi.org/10.1007/978-3-319-92901-9_8
20,Backward,"K. A. Torkura, M. I. Sukmana, A. V. Kayem, F. Cheng, and C. Meinel, “A cyber risk based moving target defense mechanism for microservice architectures,” in Proc. IEEE 16th Int. Symp. Parallel Distrib. Process. Appl., Washington, DC, USA, 2018, pp. 932–939.",,https://doi.org/10.1109/BDCloud.2018.00137
20,Backward,"A. Avritzer, “Challenges and approaches for the assessment of micro-service architecture deployment alternatives in DevOps: A tutorial presented at ICSA 2020,” in Proc. IEEE Int. Conf. Softw. Architecture Companion, Washington, DC, USA, 2020, pp. 1–2.",,https://doi.org/10.1109/ICSA-C50368.2020.00007
20,Backward,"J. Levin and T. A. Benson, “ViperProbe: Rethinking microservice observability with eBPF,” in Proc. IEEE 9th Int. Conf. Cloud Netw., Washington, DC, USA, 2020, pp. 1–8.",,https://doi.org/10.1109/CloudNet51028.2020.9335808
20,Backward,"J. Flora, “Improving the security of microservice systems by detecting and tolerating intrusions,” in Proc. IEEE Int. Symp. Softw. Rel. Eng. Workshops, Washington, DC, USA, 2020, pp. 131–134.",,https://doi.org/10.1109/ISSREW51248.2020.00051
20,Backward,"N. Chondamrongkul, J. Sun, and I. Warren, “Automated security analysis for microservice architecture,” in Proc. IEEE Int. Conf. Softw. Architecture Companion, Washington, DC, USA, 2020, pp. 79–82.",,https://doi.org/10.1109/ICSA-C50368.2020.00024
20,Forward,"LI, Yuanbo et al. An Adaptive Dynamic Defense Strategy for Microservices Based on Deep Reinforcement Learning. Electronics, v. 14, n. 20, p. 4096, 2025.",,https://doi.org/10.3390/electronics14204096
20,Forward,"GENFER, Patric et al. Understanding security tactics in microservice APIs using annotated software architecture decomposition models–a controlled experiment. Empirical Software Engineering, v. 30, n. 3, p. 66, 2025.",,https://doi.org/10.1007/s10664-024-10601-1
20,Forward,"ZHANG, Xing et al. Differentiated security requirements: An exploration of microservice placement algorithms in internet of vehicles. Electronics, v. 13, n. 8, p. 1597, 2024.",,https://doi.org/10.3390/electronics13081597
20,Forward,"YIN, Yanshang et al. MADGuard: A High-Performance Microservice Anomaly Detection System With Multidimensional Data Fusion and Temporal Causal Analysis. IEEE Transactions on Network and Service Management, v. 23, p. 767-788, 2025.",,https://doi.org/10.1109/TNSM.2025.3634590
20,Forward,"SAPSIN, Saridraj; PROMPOON, Nakornthip. Design and Development of Security Services Using Security Patterns and Microservices Security Practices. In: 2025 9th International Conference on Management Engineering, Software Engineering and Service Sciences (ICMSS). IEEE, 2025. p. 6-12.",,https://doi.org/10.1109/ICMSS64503.2025.00010
20,Forward,"ZUNIGA, Clever Nelson Choque; LINO, Roque Yupanqui Ronal; FRED, Torres Cruz. EVALUACION DE LA VULNERABILIDAD EN SISTEMAS DISTRIBUIDOS A TRAVES DE TABLAS DE ARCOÍRIS.",https://www.researchgate.net/profile/Ronny-Roque-Yupanqui/publication/387428721_EVALUACION_DE_LA_VULNERABILIDAD_USANDO_KALI_LINUX_Y_TABLAS_DE_ARCO_IRIS_FINESI_-_UNAP/links/676d7578fb9aff6eaaee3446/EVALUACION-DE-LA-VULNERABILIDAD-USANDO-KALI-LINUX-Y-TABLAS-DE-ARCO-IRIS-FINESI-UNAP.pdf,
20,Forward,"ERTL, Lukas. Masterarbeit/Master’s Thesis. 2016. Tese de Doutorado. Universität Wien.",https://www.researchgate.net/profile/Bertold-Estl/publication/357958408_Das_Internet_in_Osterreich_zwischen_Freiheit_Regulierung_und_Kontrolle/links/61e94c859a753545e2e4ff69/Das-Internet-in-Oesterreich-zwischen-Freiheit-Regulierung-und-Kontrolle.pdf,
