Origin Paper,Snowballing Type,Reference,External Link,DOI
15,Backward,"Ntentos E., Zdun U., Plakidas K., Meixner S., Geiger S. Assessing architecture conformance to coupling-related patterns and practices in microservices. European Conference on Software Architecture, Springer (2020), pp. 3-20",,https://doi.org/10.1007/978-3-030-58923-3_1
15,Backward,"Ntentos E., Zdun U., Plakidas K., Meixner S., Geiger S. Metrics for assessing architecture conformance to microservice architecture patterns and practices. International Conference on Service-Oriented Computing, Springer (2020), pp. 580-596",,https://doi.org/10.1007/978-3-030-65310-1_42
15,Backward,"Pautasso C., Zimmermann O., Amundsen M., Lewis J., Josuttis N. Microservices in practice, part 1: Reality check and service design. IEEE Softw., 34 (01) (2017), pp. 91-98",https://d1wqtxts1xzle7.cloudfront.net/86218092/MS.2017.2420220520-1-ajzyiq-libre.pdf?1653072988=&response-content-disposition=inline%3B+filename%3DMicroservices_in_Practice_Part_1_Reality.pdf&Expires=1772549330&Signature=akWLuNgdh0DvjI1jCivmufsox9BHCFfk4Ew~8BkBuoC1hRZkk1N7OTtG5g8F3fjltw2aKIOaW0jITpagZlMTImxx7BQsw9EqqBdPSjvCElyBYyEkaM8mw-U8T-VgY24qPANigJhSbjQQF5HZl7qiacsohrrfFIqgvUcGfv7NEIQXT7nYqKZ~yxGudCu96Fb0kRFxXbJvXhR6vkXnReEWBqSadPQZYJZ-zs9FWy0wcjnVy5ipU20O3DOuFuQGCHUc~W~0FNhfXT6ulG6Sx4PnGdPj1AUSrA2O-XrMRtK5vS0HqqkJnSjnrYcnmSyLDJxIt7fBNT1yhQn20RuZE1n2sA__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA,
15,Backward,"Pelliccione P., Inverardi P., Muccini H. Charmy: A framework for designing and verifying architectural specifications. IEEE Trans. Softw. Eng., 35 (3) (2008), pp. 325-346",,https://doi.org/10.1109/TSE.2008.104
15,Backward,"Perreault Jr. W.D., Leigh L.E. Reliability of nominal data based on qualitative judgments. J. Mar. Res., 26 (2) (1989), pp. 135-148",,https://doi.org/10.1177/002224378902600201
15,Backward,"Petrillo F., Merle P., Moha N., Guéhéneuc Y.-G. Are REST APIs for cloud computing well-designed? An exploratory study. International Conference on Service-Oriented Computing, Springer (2016), pp. 157-170",,https://doi.org/10.1007/978-3-319-46295-0_10
15,Backward,"Piasecki J., Waligora M., Dranseika V. Google search as an additional source in systematic reviews. Sci. Eng. Ethics, 24 (2) (2018), pp. 809-810",,https://doi.org/10.1007/s11948-017-0010-4
15,Backward,"Pratt J.W. Remarks on zeros and ties in the Wilcoxon signed rank procedures. J. Amer. Statist. Assoc., 54 (287) (1959), pp. 655-667",,https://doi.org/10.1080/01621459.1959.10501526
15,Backward,"Quartel D., van Sinderen M. On interoperability and conformance assessment in service composition. 11th IEEE International Enterprise Distributed Object Computing Conference (EDOC 2007), IEEE (2007), p. 229",,https://doi.org/10.1109/EDOC.2007.11
15,Backward,"Rademacher F., Sachweh S., Zündorf A. Towards a UML profile for domain-driven design of microservice architectures. International Conference on Software Engineering and Formal Methods, Springer (2017), pp. 230-245",,https://doi.org/10.1007/978-3-319-74781-1_17
15,Backward,"Rademacher F., Sorgalla J., Sachweh S. Challenges of domain-driven microservice design: a model-driven perspective. IEEE Softw., 35 (3) (2018), pp. 36-43",,https://doi.org/10.1109/MS.2018.2141028
15,Backward,"Rempel, P., Mäder, P., Kuschke, T., Cleland-Huang, J., 2014. Mind the gap: assessing the conformance of software traceability to relevant guidelines. In: Proceedings of the 36th International Conference on Software Engineering. pp. 943–954.",,https://doi.org/10.1145/2568225.2568290
15,Backward,Richardson C. A pattern language for microservices (2017),http://microservices.io/patterns/index.html,
15,Backward,"Romano J., Kromrey J.D., Coraggio J., Skowronek J. Appropriate statistics for ordinal level data: Should we really be using t-test and Cohen’sd for evaluating group differences on the NSSE and other surveys. Annual Meeting of the Florida Association of Institutional Research, Vol. 13 (2006)",,
15,Backward,"Rowe D., Leaney J., Lowe D. Defining systems evolvability-a taxonomy of change. Change, 94 (1994), pp. 541-545",,https://doi.org/10.1007/978-3-642-78350-0_96
15,Backward,"Runeson P., Host M., Rainer A., Regnell B. Case Study Research in Software Engineering: Guidelines and Examples. Wiley (2012)",https://books.google.com/books?hl=pt-BR&lr=&id=T7rXoaxqPIAC&oi=fnd&pg=PA96&ots=bdDnvfEaxG&sig=FHB881dV0jZe_Aum7Hj80rUvlkI,
15,Backward,Schwarz M. Uber engineering’s micro deploy: Deploying daily with confidence. (2016),https://eng.uber.com/micro-deploy-code/,
15,Backward,"Shapiro S.S., Wilk M.B. An analysis of variance test for normality (complete samples). Biometrika, 52 (3/4) (1965), pp. 591-611",,https://doi.org/10.1093/biomet/52.3-4.591
15,Backward,"Singjai A., Zdun U. Conformance assessment of architectural design decisions on API endpoint designs derived from domain models: Dataset and code. (2021), 10.5281/zenodo.5031272",,https://doi.org/10.5281/zenodo.5031272
15,Backward,"Singjai A., Zdun U., Zimmermann O. Practitioner views on the interrelation of microservice APIs and domain-driven design: A grey literature study based on grounded theory. 18th IEEE International Conference on Software Architecture (ICSA 2021), IEEE, Washington, DC, USA (2021)",,https://doi.org/10.1109/ICSA51549.2021.00011
15,Backward,"Tan S.H., Marinov D., Tan L., Leavens G.T. @tComment: Testing javadoc comments to detect comment-code inconsistencies. 2012 IEEE Fifth International Conference on Software Testing, Verification and Validation (2012), pp. 260-269, 10.1109/ICST.2012.106",,https://doi.org/10.1109/ICST.2012.106
15,Backward,"Vernon V. Implementing Domain-Driven Design. Addison-Wesley Professional, Boston, USA (2013)",https://books.google.com/books?hl=pt-BR&lr=&id=X7DpD5g3VP8C&oi=fnd&pg=PR9&ots=tUGGKFwfUT&sig=HBXiCooYld1EbiqSad5lKnmETFU,
15,Backward,"Weinstock C.B., Goodenough J.B. On system scalability: Tech. rep. CARNEGIE-MELLON UNIV PITTSBURGH PA SOFTWARE ENGINEERING INST (2006)",https://apps.dtic.mil/sti/html/tr/ADA457003/,
15,Backward,"Zdun U., Navarro E., Leymann F. Ensuring and assessing architecture conformance to microservice decomposition patterns. International Conference on Service-Oriented Computing, Springer (2017), pp. 411-429",,https://doi.org/10.1007/978-3-319-69035-3_29
15,Backward,"Zdun U., Stocker M., Zimmermann O., Pautasso C., Lübke D. Guiding architectural decision making on quality aspects in microservice APIs. 16th International Conference on Service-Oriented Computing ICSOC 2018 (2018), pp. 78-89. URL http://eprints.cs.univie.ac.at/5956/",,https://doi.org/10.1007/978-3-030-03596-9_5
15,Backward,"Zhong H., Meng N., Li Z., Jia L. An empirical study on API parameter rules. 2020 IEEE/ACM 42nd International Conference on Software Engineering (ICSE) (2020), pp. 899-911",,https://doi.org/10.1145/3377811.3380922
15,Backward,"Zhong H., Zhang L., Xie T., Mei H. Inferring resource specifications from natural language API documentation. 2009 IEEE/ACM International Conference on Automated Software Engineering (2009), pp. 307-318, 10.1109/ASE.2009.94",,https://doi.org/10.1109/ASE.2009.94
15,Backward,"Zimmermann O. Microservices tenets. Comput. Sci. Res. Dev., 32 (3–4) (2017), pp. 301-310, 10.1007/s00450-016-0337-0",,https://doi.org/10.1007/s00450-016-0337-0
15,Backward,Zimmermann O. Domain-driven service design with context mapper and MDSL. (2020) https://ozimmer.ch/practices/2020/06/10/ICWEKeynoteAndDemo.html,https://ozimmer.ch/practices/2020/06/10/ICWEKeynoteAndDemo.html,
15,Backward,"Zimmermann O., Koehler J., Leymann F., Polley R., Schuster N. Managing architectural decision models with dependency relations, integrity constraints, and production rules. J. Syst. Softw., 82 (8) (2009), 10.1016/j.jss.2009.01.039",,https://doi.org/10.1016/j.jss.2009.01.039
15,Backward,"Zimmermann O., Lübke D., Zdun U., Pautasso C., Stocker M. Interface responsibility patterns: Processing resources and operation responsibilities. Proceedings of the European Conference on Pattern Languages of Programs 2020, EuroPLoP ’20, ACM, New York, NY, USA (2020), 10.1145/3424771.3424822",,https://doi.org/10.1145/3424771.3424822
15,Backward,"Zimmermann O., Stocker M., Lübke D., Pautasso C., Zdun U. Introduction to microservice API patterns (MAP). Post-Proc. Microservices 2017/2019, 78 (4) (2020), pp. 1-17, 10.4230/OASIcs.Microservices.2017-2019.4",,https://doi.org/10.4230/OASIcs.Microservices.2017-2019.4
15,Backward,"Zimmermann O., Stocker M., Lübke D., Pautasso C., Zdun U. Microservice API patterns. (2021)",https://microservice-api-patterns.org/,
15,Forward,"OFOEDA, Joshua; BOATENG, Richard; EFFAH, John. API integration and organisational agility outcomes in digital music platforms: A qualitative case study. Heliyon, v. 10, n. 11, 2024.",,https://doi.org/10.1016/j.heliyon.2024.e31756
15,Forward,"HABIB, Mahir; KABIR, Muhammad Ashad; ZHENG, Lihong. LEISA: A scalable microservice-based system for efficient livestock data sharing. arXiv preprint arXiv:2501.14781, 2025.",,https://doi.org/10.48550/arXiv.2501.14781
15,Forward,"CALDERÓN-GÓMEZ, Huriviades et al. Microservices Architecture to Improve the Performance of Machine Learning Applications in eHealth. In: International Conference on Technologies and Innovation. Cham: Springer Nature Switzerland, 2024. p. 137-153.",,https://doi.org/10.1007/978-3-031-75702-0_11
15,Forward,"OFOEDA, Joshua et al. Exploring the strategies shaping application programming interface development and integration in digital music platforms: A qualitative case study. African Journal of Science, Technology, Innovation and Development, v. 17, n. 7, p. 1008-1024, 2025.",https://hdl.handle.net/10520/ejc-aa_ajstid_v17_n7_a1008,
15,Forward,"LI, Wen et al. Crawling and Exploring RESTful Web APIs from RapidAPI. In: International Conference on Service Science. Singapore: Springer Nature Singapore, 2024. p. 88-103.",,https://doi.org/10.1007/978-981-97-5760-2_7
15,Forward,"GUIMARÃES, Allysson; ANDRADE, Rodrigo. Comparing the Environmental Footprint of Web Stacks in the RealWorld Apps. In: Simpósio Brasileiro de Componentes, Arquiteturas e Reutilização de Software (SBCARS). SBC, 2025. p. 24-35.",,https://doi.org/10.5753/sbcars.2025.14107
15,Forward,"SINGJAI, Apitchaka; ZDUN, Uwe. API description-based conformance assessment of architectural design decision. In: 2022 IEEE International Conference on Service-Oriented System Engineering (SOSE). IEEE, 2022. p. 59-68.",,https://doi.org/10.1109/SOSE55356.2022.00013
15,Forward,"MARTÍN, Daniel San; ANGULO, Guisella; DE CAMARGO, Valter Vieira. A MAPE-K-Based Method for Architectural Conformance Checking in Self-Adaptive Systems. arXiv preprint arXiv:2401.16382, 2024.",,https://doi.org/10.48550/arXiv.2401.16382
15,Forward,"PAHLEVI, Dannies; WANG, Gunawan. Design Architecture Influencer Social Media Management System Using Distributed Ledger Technology. Management Analysis Journal, v. 12, n. 1, p. 60-68, 2023.",,https://doi.org/10.15294/maj.v12i1.66641
15,Forward,"SAN MARTÍN SANTIBÁÑEZ, Daniel Gustavo; CAMARGO, Valter; ANGULO, Guisella. Architecture Conformance Checking for Self-Adaptive Systems. Available at SSRN 5174803.",,https://dx.doi.org/10.2139/ssrn.5174803
15,Forward,"GUSTAVSSON, Carl Anton et al. A tailored web-based system for managing and attracting customers. 2023.",,
15,Forward,"BAWI, Mustafa; FAIZI, Abbas. Migrering till en molnbaserad e-posttjänst för optimering av QBIS Service Desk. 2023.",https://odr.chalmers.se/server/api/core/bitstreams/a76048c4-89c3-41eb-af3a-37b8a5d06618/content,
