Origin Paper,Snowballing Type,Reference,External Link,DOI
9,Forward,"QUATTROCCHI, Giovanni et al. Cromlech: Semi-automated monolith decomposition into microservices. IEEE Transactions on Services Computing, v. 17, n. 2, p. 466-481, 2024.",,https://doi.org/10.1109/TSC.2024.3354457
9,Forward,"SOLIMAN, Mohamed et al. Mining software repositories for software architecture—A systematic mapping study. Information and Software Technology, v. 181, p. 107677, 2025.",,https://doi.org/10.1016/j.infsof.2025.107677
9,Forward,"MATAR, Raghad; JAHIĆ, Jasmin. An approach for evaluating the potential impact of anti-patterns on microservices performance. In: 2023 IEEE 20th International Conference on Software Architecture Companion (ICSA-C). IEEE, 2023. p. 167-170.",,https://doi.org/10.1109/ICSA-C57050.2023.00044
9,Forward,"QUÉVAL, Pierre-Jean; ZDUN, Uwe. Extracting the architecture of microservices: An approach for explainability and traceability. In: European Conference on Software Architecture. Cham: Springer Nature Switzerland, 2023. p. 346-353.",,https://doi.org/10.1007/978-3-031-42592-9_24
9,Forward,"DE OLIVEIRA ROSA, Thatiane et al. CharM—Evaluating a model for characterizing service-based architectures. Journal of Systems and Software, v. 206, p. 111826, 2023.",,https://doi.org/10.1016/j.jss.2023.111826
9,Forward,"SUN, Chang-Ai et al. Detecting inconsistencies in microservice-based systems: An annotation-assisted scenario-oriented approach. IEEE Transactions on Services Computing, v. 17, n. 5, p. 2194-2209, 2024.",,https://doi.org/10.1109/TSC.2024.3399652
9,Forward,"DÜRR, Karolin; LICHTENTHÄLER, Robin. An evaluation of modeling options for cloud-native application architectures to enable quality investigations. In: 2022 IEEE/ACM 15th International Conference on Utility and Cloud Computing (UCC). IEEE, 2022. p. 297-304.",,https://doi.org/10.1109/UCC56403.2022.00053
9,Forward,"FARSI, Hassan et al. A graph-based solution to deal with cyclic dependencies in microservices architecture. In: 2022 9th International Conference on Future Internet of Things and Cloud (FiCloud). IEEE, 2022. p. 254-259.",,https://doi.org/10.1109/FiCloud57274.2022.00042
9,Forward,"XING, Yongchao et al. Catalog, Impact, and Evaluation of Microservice Bad Smells: A Systematic Literature Review. Software: Practice and Experience, 2026.",,https://doi.org/10.1002/spe.70053
9,Forward,"NTENTOS, Evangelos et al. Evaluating and improving microservice architecture conformance to architectural design decisions. In: International Conference on Service-Oriented Computing. Cham: Springer International Publishing, 2021. p. 188-203.",,https://doi.org/10.1007/978-3-030-91431-8_12
9,Forward,"KINOSHITA, Takahiro; KANUKA, Hideyuki. Enhancing automated microservice decomposition via multi-objective optimization. IEEE Access, v. 12, p. 55697-55710, 2024.",,https://doi.org/10.1109/ACCESS.2024.3389700
9,Forward,"LICHTENTHÄLER, Robin; WIRTZ, Guido. An experimental validation of architectural measures for cloud-native quality evaluations. In: 2025 IEEE 18th International Conference on Cloud Computing (CLOUD). IEEE, 2025. p. 374-384.",,https://doi.org/10.1109/CLOUD67622.2025.00045
9,Forward,"DANIEL, João et al. Towards the detection of microservice patterns based on metrics. In: 2023 49th Euromicro Conference on Software Engineering and Advanced Applications (SEAA). IEEE, 2023. p. 132-139.",,https://doi.org/10.1109/SEAA60479.2023.00029
9,Forward,"MATAR, Raghad; JAHIC, Jasmin. MDEPT: Microservices design evaluator and performance tester. In: European Conference on Software Architecture. Cham: Springer Nature Switzerland, 2024. p. 138-154.",,https://doi.org/10.1007/978-3-031-70797-1_9
9,Forward,"KINOSHITA, Takahiro; KANUKA, Hideyuki. Automated microservice decomposition method as multi-objective optimization. In: 2022 IEEE 19th International Conference on Software Architecture Companion (ICSA-C). IEEE, 2022. p. 112-115.",,https://doi.org/10.1109/ICSA-C54293.2022.00028
9,Forward,"PANDEY, Sushant Kumar et al. Comparing Programming Language Models for Design Pattern Recognition. In: 2024 IEEE 21st International Conference on Software Architecture Companion (ICSA-C). IEEE, 2024. p. 183-190.",,https://doi.org/10.1109/ICSA-C63560.2024.00041
9,Forward,"ZAFAR, Faizan. Investigating Quality Attributes and Best Practices of Microservices Architectures. 2022.",https://swc.rwth-aachen.de/docs/bachelor-master-theses/2022-015-MT_Zafar/2022-11-07%20MT%20Faizan%20Zafar%20-%20Thesis%20Report.pdf,
9,Forward,"KALWANI, Tarun. Architectural Evolution in Practice: Comparing Monolithic and Microservices Migration Approaches. International Journal of Computer Science and Security (IJCSS), v. 19, n. 5, p. 157-166, 2025.",https://mail.cscjournals.org/manuscript/Journals/IJCSS/Volume19/Issue5/IJCSS-1754.pdf,
9,Forward,"GUILLÉN, Lourdes Mercedes Guzmán. Mapeo sistemático de la literatura acerca de patrones de microservicios empleados en proyectos DevOps. 2025. Dissertação de Mestrado. Pontificia Universidad Catolica del Peru (Peru).",https://www.proquest.com/openview/c722690563ba8e81a4a4b9423451b7cc/1?pq-origsite=gscholar&cbl=2026366&diss=y,
9,Forward,"CERNY, Tomas; TAIBI, Davide. Tools Reconstructing Microservice Architecture: A Systematic Mapping Study. In: Software Architecture. ECSA 2023 Tracks, Workshops, and Doctoral Symposium: Istanbul, Turkey, September 18–22, 2023, Revised Selected Papers. Springer Nature, 2024. p. 3.",,https://doi.org/10.1007/978-3-031-66326-0_1
9,Forward,"GUZMÁN GUILLÉN, Lourdes Mercedes. Mapeo sistemático de la literatura acerca de patrones de microservicios empleados en proyectos DevOps.",https://tesis.pucp.edu.pe/items/1449f26d-2f04-45a5-bb8f-3dc5286e4cdb,
9,Forward,"MATTHEWS, Aaron P. Microservice Pattern Identification from Recovered Architectures of Orchestrated Systems. 2021. Dissertação de Mestrado. University of California, Irvine.",https://www.proquest.com/openview/2c08fa5fc6097bd1ccacde5d3204bd17/1?pq-origsite=gscholar&cbl=18750&diss=y,
9,Forward,"ROSA, Thatiane de Oliveira. CharM: a model for characterizing the architecture of service-based systems. 2023. Tese de Doutorado. Universidade de São Paulo.",,https://doi.org/10.11606/T.45.2023.tde-27092023-165159
