Origin Paper,Snowballing Type,Reference,Title,Abstract,External Link,DOI,Status,selection_criteria
1,Backward,"J. Buckley, S. Mooney, J. Rosik, and N. Ali, ""Jittac: A just-in-Time tool for architectural consistency in Proceedings of the 2013 International Conference on Software Engineering, ser. ICSE 13. Piscataway, NJ, USA: IEEE Press, 2013, pp. 1291-1294. [Online]. Available: Http://dl.acm.org/citation.cfm? id=2486788.2486987",Jittac: A just-in-Time tool for architectural consistency,"Architectural drift is a widely cited problem in software engineering, where the implementation of a software system diverges from the designed architecture over time causing architecture inconsistencies. Previous work suggests that this architectural drift is, in part, due to programmers' lack of architecture awareness as they develop code. JITTAC is a tool that uses a real-time Reflexion Modeling approach to inform programmers of the architectural consequences of their programming actions as, and often just before, they perform them. Thus, it provides developers with Just-In-Time architectural awareness towards promoting consistency between the as-designed architecture and the as-implemented system. JITTAC also allows programmers to give real-time feedback on introduced inconsistencies to the architect. This facilitates programmer-driven architectural change, when validated by the architect, and allows for more timely team-awareness of the actual architectural consistency of the system. Thus, it is anticipated that the tool will decrease architectural inconsistency over time and improve both developers' and architect's knowledge of their software's architecture. The JITTAC demo is available at: http://www.youtube.com/watch?v=BNqhp40PDD4.",https://ieeexplore.ieee.org/abstract/document/6606700/,https://doi.org/10.1109/ICSE.2013.6606700,Rejected,"Studies that are clearly misaligned with the research questions, even if they mention ACC-related terms."
1,Forward,"BHOGAVALLI, Srinivas et al. ArchCrafter: Leveraging LLMs to Scan and Interpretable Software Architecture Flaws. In: 2025 IEEE 16th Annual Information Technology, Electronics and Mobile Communication Conference (IEMCON). IEEE, 2025. p. 0191-0197.",ArchCrafter: Leveraging LLMs to Scan and Interpretable Software Architecture Flaws,"Hidden architectural flaws such as tight coupling, dependency bloat, and tangled module interactions can silently erode scalability and maintainability until problems become critical. In this paper, we introduce ArchCrafter, an interactive framework powered by large language models (LLMs) that detects architectural issues in real time and supports teams in designing more resilient systems. At its center, CraftCore integrates transformer-based language understanding with dynamic graph neural networks to analyze codebases and UML diagrams, pinpointing structural risks as they emerge. The FlawMesh component then maps these risks onto intuitive module graphs. Complementary modules include the DesignSync Forecaster for predictive insights, the TeamAlign Annotator for collaborative feedback, the RefactorGuide Assistant (enhanced by SHAP and LIME) for actionable recommendations, and the FlawHeat Visualizer for highlighting high-risk regions. Evaluated on 500 open-source repositories and the ArchBench dataset, ArchCrafter achieved 90% detection accuracy, 85% prioritization precision, and improved performance by 30% on a banking-system prototype. By integrating seamlessly with Git, CI/CD pipelines, and UML editors, ArchCrafter enhances both code quality and developer trust, with 90% of users reporting positive experiences. We conclude with insights from real-world deployment and outline directions for multimodal, explainable architectural analysis.Hidden architectural flaws such as tight coupling, dependency bloat, and tangled module interactions can silently erode scalability and maintainability until problems become critical. In this paper, we introduce ArchCrafter, an interactive framework powered by large language models (LLMs) that detects architectural issues in real time and supports teams in designing more resilient systems. At its center, CraftCore integrates transformer-based language understanding with dynamic graph neural networks to analyze codebases and UML diagrams, pinpointing structural risks as they emerge. The FlawMesh component then maps these risks onto intuitive module graphs. Complementary modules include the DesignSync Forecaster for predictive insights, the TeamAlign Annotator for collaborative feedback, the RefactorGuide Assistant (enhanced by SHAP and LIME) for actionable recommendations, and the FlawHeat Visualizer for highlighting high-risk regions. Evaluated on 500 open-source repositories and the ArchBench dataset, ArchCrafter achieved 90% detection accuracy, 85% prioritization precision, and improved performance by 30% on a banking-system prototype. By integrating seamlessly with Git, CI/CD pipelines, and UML editors, ArchCrafter enhances both code quality and developer trust, with 90% of users reporting positive experiences. We conclude with insights from real-world deployment and outline directions for multimodal, explainable architectural analysis.",,https://doi.org/10.1109/IEMCON67450.2025.11381148,Rejected,"Studies that are clearly misaligned with the research questions, even if they mention ACC-related terms."
1,Forward,"CARACCIOLO, Andrea et al. Evaluating an Architecture Conformance Monitoring Solution. In: 2016 7th International Workshop on Empirical Software Engineering in Practice (IWESEP). IEEE, 2016. p. 41-44.",Evaluating an Architecture Conformance Monitoring Solution,"Architectural rules are often defined but rarely tested. Current tools offer limited functionality and often require significant effort to be configured, automated and integrated within existing platforms. We propose a platform that is aimed at reducing the overall cost of setting up and maintaining an architectural conformance monitoring environment by decoupling the conceptual representation of a user-defined rule from its technical specification prescribed by the underlying analysis tools. The user is no longer expected to encode her constraints according to the syntax of the chosen tool, but can use a simple high-level DSL that is automatically compiled to an executable specification through custom adapters developed to support the interaction with existing off-the-shelf tools. In this paper we analyze three case studies to show how this approach can be successfully adopted to support truly diverse industrial projects. By discussing qualitative aspects of the approach, we investigate limitations and opportunities for improving general quality assessment solutions in general and DSL-based conformance tools in particular.",,https://doi.org/10.1109/IWESEP.2016.12,Rejected,"Studies that are clearly misaligned with the research questions, even if they mention ACC-related terms."
1,Forward,"DWORNIKOWSKI, Dariusz; STROINSKI, Andrzej; BRZEZINSKI, Jerzy. Conformance checking of communicating resource systems with RAs calculus. In: 2015 IEEE International Conference on Services Computing. IEEE, 2015. p. 759-764.",Conformance checking of communicating resource systems with RAs calculus,"The article tackles the problem of conformance checking of communicating resource systems, such as hierarchical distributed systems, Restful Web services, ROA systems, etc. We present a framework, consisting of methods and algorithms, which allows to check whether a system's behavior, as derived from logs, conforms to its ideal model (derived from APIs and specifications). We define several system properties and present how they can be verified using our approach. To express the model formally, as well as minimize representational bias, we introduce RAs process calculus, a formal language specifically designed to model communicating resource systems.",,https://doi.org/10.1109/SCC.2015.109,Rejected,Studies that do not address Architectural Conformance Checking as a central topic.
1,Backward,"N. Sangal, E. Jordan, V. Sinha, and D. Jackson, ""Using dependency models to manage complex software architecture SIGPLAN Not., vol. 40, no. 10, pp. 167-176, 10 2005",Using dependency models to manage complex software architecture,"An approach to managing the architecture of large software systems is presented. Dependencies are extracted from the code by a conventional static analysis, and shown in a tabular form known as the 'Dependency Structure Matrix' (DSM). A variety of algorithms are available to help organize the matrix in a form that reflects the architecture and highlights patterns and problematic dependencies. A hierarchical structure obtained in part by such algorithms, and in part by input from the user, then becomes the basis for 'design rules' that capture the architect's intent about which dependencies are acceptable. The design rules are applied repeatedly as the system evolves, to identify violations, and keep the code and its architecture in conformance with one another. The analysis has been implemented in a tool called LDM which has been applied in several commercial projects; in this paper, a case study application to Haystack, an information retrieval system, is described.",https://dl.acm.org/doi/abs/10.1145/1094811.1094824,https://doi.org/10.1145/1094811.1094824,Rejected,"Studies that are clearly misaligned with the research questions, even if they mention ACC-related terms."
1,Backward,"F. Deissenboeck, L. Heinemann, B. Hummel, and E. Juergens, ""Flexible architecture conformance assessment with conqat in Proceedings of the 32nd ACM/IEEE International Conference on Software Engineering -Volume 2, ser. ICSE 10. New York, NY, USA: ACM, 2010, pp. 247-250. [Online]. Available: Http://doi.acm.org/10.1145/1810295.1810343",Flexible architecture conformance assessment with conqat,"The architecture of software systems is known to decay if no counter-measures are taken. In order to prevent this architectural erosion, the conformance of the actual system architecture to its intended architecture needs to be assessed and controlled; ideally in a continuous manner. To support this, we present the architecture conformance assessment capabilities of our quality analysis framework ConQAT. In contrast to other tools, ConQAT is not limited to the assessment of use-dependencies between software components. Its generic architectural model allows the assessment of various types of dependencies found between different kinds of artifacts. It thereby provides the necessary tool-support for flexible architecture conformance assessment in diverse contexts.",https://dl.acm.org/doi/abs/10.1145/1810295.1810343,https://doi.org/10.1145/1810295.1810343,Rejected,"Studies that are clearly misaligned with the research questions, even if they mention ACC-related terms."
1,Forward,"SCHRÖDER, Sandra; BUCHGEHER, Georg. Applicability of controlled natural languages for architecture analysis and documentation: an industrial case study. In: Proceedings of the 13th European Conference on Software Architecture-Volume 2. 2019. p. 190-196.",Applicability of controlled natural languages for architecture analysis and documentation: an industrial case study,"Formal approaches are a prerequisite for automated quality control. However, such approaches are often difficult to learn and apply and thus have not found their way into mainstream software development. Controlled natural languages (CNLs) seek to overcome the drawbacks of formal approaches by hiding their formality behind a restricted set of natural language, which is intended to be easier to use. In this paper, we analyze the applicability of CNLs for automated architecture analysis and as a means for architecture documentation in an industrial case study. We evaluated the CNL with 12 experienced practitioners in a focus group. The results show that practitioners perceive CNLs as an appropriate and an understandable means for formalizing and documenting architectural rules. Even without verifying rules automatically, a project can benefit from such languages, since they allow to find a common sense about architecture concepts and relations and to use those concepts and relations consistently throughout the development and evolution phase.",,https://doi.org/10.1145/3344948.3344981,Rejected,"Studies that are clearly misaligned with the research questions, even if they mention ACC-related terms."
2,Backward,"Guo, G.Y., Atlee, J.M., Kazman, R.: A software architecture reconstruction method. In: Donohoe, P. (ed.) Software Architecture. ITIFIP, vol. 12, pp. 15–33. Springer, Boston, MA (1999). ",A software architecture reconstruction method.,"Changes to a software system during implementation and maintenance can cause the architecture of a system to deviate from its documented architecture. If design documents are to be useful, maintenance programmers must be able to easily evaluate how closely the documents conform to the code they are meant to describe. Software architecture recovery, which deals with the extraction and analysis of a system’s architecture, has gained more tool support in the past few years. However, there is little research on developing effective and efficient architectural conformance methods. In particular, given the increasing emphasis on patterns and styles in the software engineering community, a method needs to explicitly aid a user in identifying architectural patterns. This paper presents a semi-automatic method, called ARM (Architecture Reconstruction Method), that guides a user in the reconstruction of software architectures based on the recognition of patterns. Once the system’s actual architecture has been reconstructed, we can analyze conformance of the software to the documented design patterns.",,https://doi.org/10.1007/978-0-387-35563-4_2,Rejected,Studies that do not address Architectural Conformance Checking as a central topic.
2,Forward,"ENGEL, Thomas et al. Evaluation of microservice architectures: A metric and tool-based approach. In: International Conference on Advanced Information Systems Engineering. Cham: Springer International Publishing, 2018. p. 74-89.",Evaluation of microservice architectures: A metric and tool-based approach,"Microservices are an architectural style that decomposes the functionality of an application system into several small functional units. The services are implemented and managed independently from each other. Breaking up monolithic structures into a microservice architecture increases the number of single components massively. Thus, effective management of the dependencies between them is required. This task can be supported with the creation and evaluation of architectural models. In this work, we propose an evaluation approach for microservice architectures based on identified architecture principles from research and practice like a small size of the services, a domain-driven design or loose coupling. Based on a study showing the challenges in current microservice architectures, we derived principles and metrics for the evaluation of the architectural design. The required architecture data is captured with a reverse engineering approach from traces of communication data. The developed tool is finally evaluated within a case study.",,https://doi.org/10.1007/978-3-319-92901-9_8,Accepted,"Studies addressing ACC in microservice-based systems, including cloud-native and event-driven distributed architectures explicitly aligned with the microservices paradigm."
2,Forward,"GIALLORENZO, Saverio et al. A Toolchain for Checking Domain-and Model-Driven Properties of Jolie Microservices. In: International Conference on Service-Oriented Computing. Singapore: Springer Nature Singapore, 2024. p. 161-175.",A Toolchain for Checking Domain-and Model-Driven Properties of Jolie Microservices,"We present Jolie Checker Toolchain (JCT), a plugin-based toolchain for model-code consistency and compliance analysis aimed at helping developers ensure that evolving implementations of Jolie microservices remain aligned with their intended architectural design—specified with domain- and model-driven engineering approaches like LEMMA and MDSL. One of JCT’s strengths lies in providing a uniform surface for plugin development, based on the analysis of abstract syntax trees, that leverages existing code generation tools, framing checks as correspondence relations between the expected and actual programs. We present two JCT plugins to respectively check the consistency of domain-driven design annotations on Jolie APIs and verify Jolie code conformity to a given LEMMA data model. We illustrate both plugins via a use case drawn from the Lakeside Mutual architecture.",,https://doi.org/10.1007/978-981-96-0808-9_13,Accepted,"Studies addressing ACC in microservice-based systems, including cloud-native and event-driven distributed architectures explicitly aligned with the microservices paradigm."
2,Backward,"Passos, L., Terra, R., Valente, M.T., Diniz, R., das ChagasMendonca, N.: Static architecture-conformance checking: an illustrative overview. IEEE Softw. 27(5), 82–89 (2010)",Static architecture-conformance checking: an illustrative overview.,"In this article, the authors compare and illustrate the use of three static architecture-conformance techniques: dependency-structure matrices, source code query languages, and reflexion models. To highlight the similarities and differences between these three techniques, they describe how to apply some of the techniques' available supporting tools to specify and check architectural constraints for a simple personal information management system.",,https://doi.org/10.1109/MS.2009.117,Rejected,"Studies that are clearly misaligned with the research questions, even if they mention ACC-related terms."
3,Forward,"FARSI, Hassan et al. A graph-based solution to deal with cyclic dependencies in microservices architecture. In: 2022 9th International Conference on Future Internet of Things and Cloud (FiCloud). IEEE, 2022. p. 254-259.",A graph-based solution to deal with cyclic dependencies in microservices architecture,"Microservices represents the most suitable architectural style to create cloud-native applications. Microservices is implemented by distributing the development to many small independent teams. Each team can make progress more independently of the others. That is what gives big organizations the ability to properly scale development in order to ensure the very demanding needs of their customers. However, it is actually quite difficult to achieve this desired “decoupled independence” of services since many anti-patterns can lead to opposite results. One of these classical anti-patterns is called “Cyclic Dependencies”. In this paper, we provide a graph-based proposal that focuses on laying the foundations for solutions aiming to assist architects at design time to automatically detect the Cyclic Dependencies anti-pattern in microservices.",,https://doi.org/10.1109/FiCloud57274.2022.00042,Accepted,"Studies addressing ACC in microservice-based systems, including cloud-native and event-driven distributed architectures explicitly aligned with the microservices paradigm."
3,Forward,"PRIMADANI, Claudia Cahya; LEE, Seonah. An Integrated Metric for Modularity in a Microservice System. In: 2025 25th International Conference on Software Quality, Reliability and Security (QRS). IEEE, 2025. p. 802-813.",An Integrated Metric for Modularity in a Microservice System,"Microservices architectures offer significant advantages, including independent deployment, scalability, and improved system flexibility. Nonetheless, as the number of services increases, systems often experience diminished modularity, resulting in architectural degradation. We propose a comprehensive modularity assessment framework that systematically integrates three dimensions of modularity for a microservice system: inter-service coupling, intra-service cohesion, and data dependency. An integrated modularity score that aggregates these individual metrics presents overall architectural modularity. We also evaluate the propose framework by experimenting with seven JavaScript-based microservice systems. The evaluation result demonstrates the framework's ability to identify modularity-related issues and variations across services. The findings provide actionable insights to inform architectural decision-making and promote more maintainable, scalable, and modular microservice systems.",,https://doi.org/10.1109/QRS65678.2025.00083,Rejected,"Studies that are clearly misaligned with the research questions, even if they mention ACC-related terms."
3,Forward,"SUN, Chang-Ai et al. Detecting inconsistencies in microservice-based systems: An annotation-assisted scenario-oriented approach. IEEE Transactions on Services Computing, v. 17, n. 5, p. 2194-2209, 2024.",Detecting inconsistencies in microservice-based systems: An annotation-assisted scenario-oriented approach,"Microservice architecture (MSA) has been widely adopted to develop various large-scale distributed systems. Microservice-based systems (MBSs) comprise a number of independently deployed microservices fulfilling the specific functionalities. Unique characteristics of microservices, such as independent and parallel development, rapid iteration, and distributed deployment, result in low observability and reliability of MBSs. A typical solution is to regulate system behavior in specifications of MBSs, and then develop and test MBSs based on these specifications. However, current microservice specifications focus on describing the APIs of microservices without describing the behavior expectation for an MBS. In this article, we propose an annotation-assisted and scenario-oriented approach, called MSA_Sighter, to detect behavior inconsistencies in MBSs. In MSA_Sighter, the details of an MBS are captured in a description model (MSDM), which can be extracted automatically from the functional services through annotation-assisted runtime component instance analysis and static program analysis. Given a specific business scenario, inconsistency detection is conducted by analyzing the actual behavior's conformance to the expected behavior, where the former is collected through distributed tracing while the latter is derived from the MSDM. We have developed a supporting tool called ConsChecker and evaluated MSA_Sighter's effectiveness on three open-source MBSs in GitHub. The experimental results have shown that MSA_Sighter can effectively detect inconsistencies in MBSs during system development and evolution.",,https://doi.org/10.1109/TSC.2024.3399652,Accepted,"Studies addressing ACC in microservice-based systems, including cloud-native and event-driven distributed architectures explicitly aligned with the microservices paradigm."
5,Backward,"Ricardo Terra, Marco Tulio Valente, Krzyszt of Czarnecki, and Roberto S. Bigonha. 2015. A Recommendation System for Repairing Violations Detected by Static Architecture Conformance Checking. Software: Practice and Experience 45, 3 (2015), 315--342. 10.1002/spe.2228",A Recommendation System for Repairing Violations Detected by Static Architecture Conformance Checking.,"This paper describes a recommendation system that provides refactoring guidelines for maintainers when tackling architectural erosion. The paper formalizes 32 refactoring recommendations to repair violations raised by static architecture conformance checking approaches; it describes a tool—called ArchFix—that triggers the proposed recommendations; and it evaluates the application of this tool in two industrial-strength systems. For the first system—a 21 KLOC open-source strategic management system—our approach has indicated correct refactoring recommendations for 31 out of 41 violations detected as the result of an architecture conformance process. For the second system—a 728 KLOC customer care system used by a major telecommunication company—our approach has triggered correct recommendations for 624 out of 787 violations, as asserted by the system's architect. Moreover, the architects have scored 82% of these recommendations as having moderate or major complexity.",,https://doi.org/10.1002/spe.2228,Rejected,"Studies that are clearly misaligned with the research questions, even if they mention ACC-related terms."
5,Backward,"Ricardo Terra and Marco Tulio Valente. 2009. A dependency constraint language to manage object-oriented software architectures. Software: Practice and Experience 39, 12 (2009), 1073--1094.",A dependency constraint language to manage object-oriented software architectures.,"This paper presents a domain-specific dependency constraint language that allows software architects to restrict the spectrum of structural dependencies, which can be established in object-oriented systems. The ultimate goal is to provide architects with means to define acceptable and unacceptable dependencies according to the planned architecture of their systems. Once defined, such restrictions are statically enforced by a tool, thus avoiding silent erosions in the architecture. The paper also presents results from applying the proposed approach to different versions of a real-world human resource management system. Copyright © 2009 John Wiley & Sons, Ltd.",,https://doi.org/10.1002/spe.931,Rejected,"Studies that are clearly misaligned with the research questions, even if they mention ACC-related terms."
