bibtex_key,title,author,journal,year,source,pages,volume,abstract,document_type,doi,url,affiliation,author_keywords,keywords,publisher,issn,language,note,selection_criteria,status,comments
,Assessing Architecture Conformance to Coupling-Related Infrastructure-as-Code Best Practices: Metrics and Case Studies,"Ntentos, Evangelos and Zdun, Uwe and Soldani, Jacopo and Brogi, A.",Lecture Notes in Computer Science,2022,Scopus,101 - 116,13444 LNCS,"Infrastructure as Code (IaC) is an IT practice that facilitates the management of the underlying infrastructure as software. It enables developers or operations teams to automatically manage, monitor, and provision resources rather than organize them manually. In many industries, this practice is widespread and has already been fully adopted. However, few studies provide techniques for evaluating architectural conformance in IaC deployments and, in particular, aspects such as loose coupling. This paper focuses on coupling-related patterns and practices such as deployment strategies and the structuring of IaC elements. Many best practices are documented in gray literature sources, such as practitioner books, blogs, and public repositories. Still, there are no approaches yet to automatically check conformance with such best practices. We propose an approach based on generic, technology-independent metrics tied to typical architectural design decisions for IaC-based practices in microservice deployments to support architecting in the context of continuous delivery practices. We present three case studies based on open-source microservice architectures to validate our approach. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.",Conference paper,10.1007/978-3-031-16697-6_7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139055698&doi=10.1007%2F978-3-031-16697-6_7&partnerID=40&md5=92a48b524ba0d45d201490a08b8edce9,,architecture conformance; IaC best practices; Infrastructure as Code; metrics; software architecture,Software architecture; Architecture conformance; Best practices; Case-studies; Code deployment; Deployment strategy; Grey literature; Infrastructure as code; Infrastructure as code best practice; Loose couplings; Metric; Open source software,,,,Cited by: 3,,Unclassified,
,API Description-Based Conformance Assessment of Architectural Design Decision,"Singjai, Apitchaka and Zdun, Uwe",,2022,Scopus,59 - 68,,"Microservice APIs are often designed based on Domain-Driven Design. It can be challenging to judge the quality of the relation between such a design and the implemented API, especially when facing frequent releases and changes in an API and its design models. Manual conformance assessment of this relation is time-intensive and error prone. This paper proposes a novel approach for automated conformance assessment of API designs in relation to API design decisions. Our approach aims to provide the first fully automated conformance assessment approach based solely on the code of API Descriptions such as OpenAPI. We applied and exemplified our approach for checking conformance to the patterns and practices in an API design decision for mapping links in a system's domain model to API representations. The total accuracy score (F1-measure) for decision option identification in our multi-case study for this decision is 97.22%. © 2022 IEEE.",Conference paper,10.1109/SOSE55356.2022.00013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141357694&doi=10.1109%2FSOSE55356.2022.00013&partnerID=40&md5=2ad201d4c891488ae0242aec28663d21,,ADD; API Design; Architecture Conformance Assessment; DDD; Microservice Architecture,ADD; API design; Architectural design decisions; Architecture conformance assessment; Conformance assessment; DDD; Design decisions; Design models; Domain-driven designs; Microservice architecture; Application programming interfaces (API),,,,Cited by: 2,,Unclassified,
,"Proceedings - 16th IEEE International Conference on Service-Oriented System Engineering, SOSE 2022",,,2022,Scopus,,,The proceedings contain 22 papers. The topics discussed include: monolith to microservices: VAE-based GNN approach with duplication consideration; migrating monoliths to microservices based on the analysis of database access requests; using microservice telemetry data for system dynamic analysis; microservice architecture reconstruction and visualization techniques: a review; Microvision: static analysis-based approach to visualizing microservices in augmented reality; API description-based conformance assessment of architectural design decision; a cloud native management and orchestration framework for 5G end-to-end network slicing; automatic test case generation for serverless applications; serverless: from bad practices to good solutions; cargo-cult containerization: a critical view of containers in modern software development; and a conceptual model supporting systematic design of service governance systems.,Conference review,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141359579&partnerID=40&md5=d5e5e17d4cb126bea1f52c273efbfcd9,,,,,,,Cited by: 0,,Unclassified,
,Conformance assessment of Architectural Design Decisions on API endpoint designs derived from domain models,"Singjai, Apitchaka and Zdun, Uwe",Journal of Systems and Software,2022,Scopus,,193,"Context: Domain-driven design (DDD) is commonly used to design microservices. A crucial aspect of microservice design is API design, which includes the design of API endpoints. Objective: Our objective is to automate the assessment of conformance to Architectural Design Decisions (ADDs) on the interrelation of DDD and APIs. In particular, we studied link mapping, API operation design, and resource segregation as API endpoint design issues that are linked to domain model design. We particularly aim to address conformance checking in the context of frequent release practices, as frequent manual conformance checking is difficult or infeasible. Methods: We suggest a new approach for the automated assessment of conformance to ADD options. The approach suggests automated detectors to detect ADD options selected in a given API endpoint design, as well as an assessment scoring scheme based on empirical results. For the evaluation of our approach, we first manually created a ground truth for 12 cases in a multi-case study, and then compared the results of our automated detectors to the ground truth for each of those cases. Results: With our approach, all ADD options in our multi-case study possibly can be automatically detected. Without further improvements, our approach identifies 83% of the decision points in the multi-case study correctly. A statistical analysis of our data shows only a negligible effect size for differences to the ground truth. Conclusion: Our new approach provides a pragmatic method for automated detection of conformance to ADDs on the interrelation of DDD and APIs. The approach can support the continuous analysis of API endpoint designs. © 2022 The Authors",Article,10.1016/j.jss.2022.111433,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135305434&doi=10.1016%2Fj.jss.2022.111433&partnerID=40&md5=32dd3c4553ebddce3f7b2a8dc625d20d,,API design; Architecture conformance assessment; Domain driven design; Microservice architecture,Application programming interfaces (API); Architectural design; API design; Architectural design decisions; Architecture conformance assessment; Case-studies; Conformance assessment; Conformance checking; Domain model; Domain-driven designs; Ground truth; Microservice architecture; Automation,,,,Cited by: 5; All Open Access; Hybrid Gold Open Access,,Unclassified,
,A Symmetric Petri Net Model of Generic Publish-Subscribe Systems for Verification and Business Process Conformance Checking,"Meyer, Tom",CEUR Workshop Proceedings,2023,Scopus,88 - 109,3430,"The highly decoupled nature of distributed systems can greatly simplify modular development. However, it is easy to lose track of component interactions and emerging system behavior. To inspect the behavior of the aggregated system, an abstract model and analysis tools can be of great help. In this paper, we present such a model that follows the Event-Driven Architecture paradigm. We argue that a Petri net model that captures the event flow, without modeling event data, is a useful abstraction to give insight into a system composed of distributed components. We present a symmetric Petri net model with publish-subscribe middleware and a generic abstraction of components. The model was designed with the intention to produce a finite P/T net to be compatible with current Petri net model checking tools. To build such a model, information about component behavior is necessary. We show that this information is encoded in the system implementation, and we describe potential means for automatic extraction. With the formal Petri net model, we enable the use of established verification methods. We discuss ideas from business process conformance checking and other verification properties that may deepen the system understanding. The proposed methods can be used either for static analysis during design time or to automatically signal issues at runtime. © 2023 Copyright for this paper by its authors. Use permitted under Creative Commons License Attribution 4.0 International (CC BY 4.0).",Conference paper,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166003230&partnerID=40&md5=ad17cf37b861564cb633ca803ac7775f,,Conformance Checking; Distributed System; Event-Driven Architecture; Petri Net Model; Publish-Subscribe; Verification,Message passing; Middleware; Model checking; Petri nets; Static analysis; Business Process; Conformance checking; Distributed systems; Event-driven architectures; Modular development; Petri net models; Publish/subscribe; Publish/Subscribe system; Symmetrics; Verification process; Abstracting,,,,Cited by: 5,,Unclassified,
,"Proceedings of the 2023 International Workshop on Petri Nets and Software Engineering, PNSE 2023, co-located with the 44th International Conference on Application and Theory of Petri Nets and Concurrency, PETRI NETS 2023",,CEUR Workshop Proceedings,2023,Scopus,,3430,"The proceedings contain 16 papers. The topics discussed include: a petri-net-based approach to modeling communication algorithms for HPC molecular dynamics simulations; efficient strategies to compute invariants, bounds and stable places of Petri nets; Petri-Nets@Run.Time: handling uncertainty during run-time adaptation using digital twins; robustness: a natural definition based on nets-within-nets; a symmetric petri net model of generic publish-subscribe systems for verification and business process conformance checking; towards a formal and executable software architecture specification of the smart ocean data service platform; modeling interaction-oriented architectures using choreographies; hierarchical simulation of timed behaviors of structured occurrence nets; probabilistic behavioral acyclic nets; and context-sensitive analysis of data interference for concurrent programs.",Conference review,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166011676&partnerID=40&md5=d3dc221326e3ec101e81e4fad30d135c,,,,,,,Cited by: 0,,Unclassified,
,Extracting the Architecture of Microservices: An Approach for Explainability and Traceability,"Queval, Pierre Jean and Zdun, Uwe",Lecture Notes in Computer Science,2023,Scopus,346 - 353,14212 LNCS,"The polyglot nature of microservice architectures and the need for high reliability in security analyses pose unique challenges that existing approaches to automatic architecture recovery often fail to address. This article proposes an approach for extracting detailed architecture models from polyglot microservice source code focusing on explainability and traceability. The approach involves abstracting code navigation as a tree structure, using an exploratory algorithm to detect architectural aspects, and providing a set of generic detectors as input. The architecture models are automatically annotated with detailed information that makes them useful for architecture conformance checking and violation fixing. Our case studies of microservice software systems validate the usefulness of our approach, providing insights into its completeness, accuracy, and effectiveness for software architecture tasks. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.",Conference paper,10.1007/978-3-031-42592-9_24,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172069966&doi=10.1007%2F978-3-031-42592-9_24&partnerID=40&md5=0a4509fefe26e4240984deaa4b0a70d1,,Architecture; Explainability; Microservices; Polyglot,Air navigation; Codes (symbols); Software architecture; Architecture modeling; Architecture recovery; Code navigation; Explainability; High reliability; Microservice; Polyglot; Security analysis; Source codes; Tree structures; Trees (mathematics),,,,Cited by: 6,,Unclassified,
,Detecting and Resolving Coupling-Related Infrastructure as Code Based Architecture Smells in Microservice Deployments,"Ntentos, Evangelos and Zdun, Uwe and Falazi, Ghareeb and Breitenbücher, Uwe and Leymann, Frank","IEEE International Conference on Cloud Computing, CLOUD",2023,Scopus,201 - 211,2023-July,"The Infrastructure as Code (IaC) concept enables IT infrastructure to be managed as software: resources can be managed, monitored, and provisioned automatically instead of manually by developers or operations teams. Many industries have already embraced this concept widely. However, research on IaC-based deployments, particularly research focusing on loose coupling, often does not offer methods for evaluating architectural conformance, spotting architecture smells, and support for correcting the found smells. Our work strives to provide an automatic method for continuously developing microservice-based systems and the associated infrastructure. We aim to offer an automated architectural refactoring method that checks if IaCbased deployments adhere to patterns and best practices and do not contain potential architectural smells. We provide architects with viable options for enhancing architectural conformance during microservice development. In short, by continuously detecting architectural smells and suggesting possible fixes, we aim to support architecture evolution within the framework of continuous delivery practices. We evaluate our approach using three case studies and variants based on open-source microservice architectures. © 2023 IEEE.",Conference paper,10.1109/CLOUD60044.2023.00031,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174302755&doi=10.1109%2FCLOUD60044.2023.00031&partnerID=40&md5=c14bcce16ca5f1ab642cef5a88458038,,architecture smells; best practices; Infrastructure as code; metrics; modeling,Codes (symbols); Open source software; Architecture smell; Automatic method; Best practices; Infrastructure as code; IT infrastructures; Loose couplings; Metric; Modeling; Refactoring methods; Software resources; Odors,,,,Cited by: 2,,Unclassified,
,I Will Survive: An Event-driven Conformance Checking Approach Over Process Streams,"Raun, Kristo and Tommasini, Riccardo and Awad, Ahmed",,2023,Scopus,49 - 60,,"Online conformance checking deals with finding discrepancies between real-life and modeled behavior on data streams. The current state-of-the-art output of online conformance checking is a prefix-alignment, which is used for pinpointing the exact deviations in terms of the trace and the model while accommodating a trace's unknown termination in an online setting. Current methods for producing prefix-alignments are computationally expensive and hinder the applicability in real-life settings.This paper introduces a new approximate algorithm - I Will Survive (IWS). The algorithm utilizes the trie data structure to improve the calculation speed, while remaining memory-efficient. Comparative analysis on real-life and synthetic datasets shows that the IWS algorithm can achieve an order of magnitude faster execution time while having a smaller error cost, compared to the current state of the art. In extreme cases, the IWS finds prefix-alignments roughly three orders of magnitude faster than previous approximate methods. The IWS algorithm includes a discounted decay time setting for more efficient memory usage and a look-ahead limit for improving computation time. Finally, the algorithm is stress tested for performance using a simulation of high-traffic event streams. © 2023 ACM.",Conference paper,10.1145/3583678.3596887,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170086139&doi=10.1145%2F3583678.3596887&partnerID=40&md5=f2a719cdf5382b5f5bd0795c932fcd9e,,data streams; event-based business process management; online conformance checking; prefix-alignments,Administrative data processing; Computational efficiency; Enterprise resource management; Information management; 'current; Business Process; Conformance checking; Data stream; Event-based; Event-based business process management; Online conformance checking; Prefix-alignment; Process management; State of the art; Alignment,,,,Cited by: 4; All Open Access; Green Accepted Open Access; Green Open Access,,Unclassified,
,DEBS 2023 - Proceedings of the 17th ACM International Conference on Distributed and Event-based Systems,,,2023,Scopus,,,The proceedings contain 26 papers. The topics discussed include: a selective and biased choice of techniques for building a distributed data store; accelerating the performance of distributed stream processing systems with in-network computing; secure distributed data and event processing at scale: where are we now?; adaptive distributed streaming similarity joins; I will survive: an event-driven conformance checking approach over process streams; on improving streaming system Autoscaler behavior using windowing and weighting methods; practical forecasting of cryptocoins timeseries using correlation patterns; an exploratory analysis of methods for real-time data deduplication in streaming processes; considerations for integrating virtual threads in a Java framework: a Quarkus example in a resource-constrained environment; and discovery of breakout patterns in financial tick data via parallel stream processing with in-order guarantees.,Conference review,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170088550&partnerID=40&md5=75a480b5d42a46613f181ad7f467bcfd,,,,,,,Cited by: 0,,Unclassified,
,An architectural style for scalable choreography-based microservice-oriented distributed systems,"Filippone, Gianluca and Pompilio, Claudio and Autili, Marco and Tivoli, Massimo",Computing,2023,Scopus,1933 - 1956,105,"Service choreographies are a versatile approach for building service-based distributed systems. Many approaches can be found in the literature tackling different aspects of service choreographies, such as choreography realizability and conformance checking, distributed coordination, formal choreographic languages, and scalability. As of today, choreography scalability has not been specifically addressed through approaches that also consider coordination issues while still decoupling these two related aspects. Scalability is one of the most important properties to be considered when building distributed systems. It enhances the user-perceived performances and influences the overall dependability of the system. In particular, load scalability allows distributed service-oriented systems to effectively handle varying loads without suffering performance degradation. In this direction, microservice-based systems are able to scale thanks to the possibility of replicating those microservices exposed to growing loads, distributing their workload among different instances. By leveraging on our experience in coordinating service choreographies, in this paper, we propose a layered architectural style that allows to realize scalable microservice-oriented choreographies. The architecture integrates a fully-distributed coordination layer capable of ensuring the correct interactions and a load-balancing layer that allows to balance of coordinated requests. We discuss the properties of the proposed architectural style and evaluate its benefits on user-perceived performances. © 2022, The Author(s), under exclusive licence to Springer-Verlag GmbH Austria, part of Springer Nature.",Article,10.1007/s00607-022-01139-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143627065&doi=10.1007%2Fs00607-022-01139-5&partnerID=40&md5=99268a3d9dd57170a99d75632836bdea,,Distributed systems; Load balancing; Microservices; Scalability,Architecture; Architectural style; Building services; Distributed coordination; Distributed systems; Load-Balancing; Microservice; Perceived performance; Property; Service choreographies; Service-based distributed systems; Scalability,,,,Cited by: 2,,Unclassified,
,Correct-By-Construction Microservices with Model-Driven Engineering,"Rademacher, Florian",OpenAccess Series in Informatics,2023,Scopus,,111,"Patterns are a common metaphor in software engineering that denotes reusable solutions for recurring software engineering problems. Architectural patterns focus on the interplay or organization of two or more components of a software system, and are particularly helpful in the design of complex software architectures such as those produced by Microservice Architecture (MSA). This paper presents an approach for the language-based reification of architectural MSA patterns. To this end, we introduce a method to flexibly retrofit LEMMA (Language Ecosystem for Modeling Microservices) with support for modeling and implementing architectural MSA patterns. The method relies on the (i) specification of aspects to reify pattern applications in MSA models; (ii) validation of pattern applications; and (iii) code generation from correct pattern applications. Consequently, it contributes to correct-by-construction microservices by abstracting from the complexity of pattern implementations, yet still enabling their automated production with Model-Driven Engineering. We validate our method with the popular Domain Event and Command Query Responsibility Segregation patterns, and assess its applicability for 28 additional patterns. Our results show that LEMMA’s expressivity covers the model-based expression of complex architectural MSA patterns and that its model processing facilities support pattern-specific extensions such that conformance checking and pattern-conform code generation can be modularized into reusable model processors. © 2023 Schloss Dagstuhl- Leibniz-Zentrum fur Informatik GmbH, Dagstuhl Publishing. All rights reserved.",Conference paper,10.4230/OASIcs.Microservices.2020-2022.8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181985621&doi=10.4230%2FOASIcs.Microservices.2020-2022.8&partnerID=40&md5=64696f33c95f674399485b0285aff4f8,,Architectural Pattern Conformance Checking; Architectural Patterns; Code Generation; Microservice Architecture; Model Validation; Model-Driven Engineering; Static Model Analysis,Model checking; Modeling languages; Query processing; Software architecture; Architectural pattern; Architectural pattern conformance checking; Codegeneration; Conformance checking; Microservice architecture; Model validation; Model-driven Engineering; Modeling analyzes; Static model analyse; Static modelling; Computer software reusability,,,,Cited by: 0,,Unclassified,
,"Joint Post-Proceedings of the 3rd and 4th International Conference on Microservices, Microservices 2020 and 2022",,OpenAccess Series in Informatics,2023,Scopus,,111,"The proceedings contain 9 papers. The topics discussed include: microservice-aware static analysis: opportunities, gaps, and advancements; modular choreographies: bridging Alice and Bob notation to Java; ZVAX – a microservice reference architecture for nation-scale pandemic management; custom serverless function scheduling policies: an APP tutorial; model-driven code generation for microservices: service models; towards self-architecting autonomic microservices; correct-by-construction microservices with model-driven engineering: the case for architectural pattern conformance checking and pattern-conform code generation; and applying QoS in FaaS applications: a software product line approach.",Conference review,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182378572&partnerID=40&md5=849b5f6896ac09bbafa5a6feda531999,,,,,,,Cited by: 0,,Unclassified,
,"45th International Conference on Application and Theory of Petri Nets and Concurrency, Petri Nets 2024",,Lecture Notes in Computer Science,2024,Scopus,,14628 LNCS,The proceedings contain 21 papers. The special focus in this conference is on Application and Theory of Petri Nets and Concurrency. The topics include: Concurrent Context-Free Grammar for Parsing Business Processes with Iterated Shuffles; conformance Checking with Model Projections; process Comparison Using Petri Net Decomposition; on the Expressive Power of Transfinite Sequences for Continuous Petri Nets; hilbert Composition of Multilabelled Events; relational Structures for Interval Order Semantics of Concurrent Systems; Token Trail Semantics II - Petri Nets And Their Net Language; languages of Higher-Dimensional Timed Automata; petri Net Synthesis from a Reachability Set; symbolic Domains and Reachability for Nets with Trajectories; symbolic Model Checking Using Intervals of Vectors; safety Verification of Wait-Only Non-Blocking Broadcast Protocols; modular State Spaces - A New Perspective; verifying Temporal Logic Properties in the Modular State Space; design of Event-Driven Tsetlin Machines Using Safe Petri Nets; identifying Duplicates in Large Collections of Petri Nets and Nested-Unit Petri Nets; Remote Debugger: A Tool to Remotely Monitor and Operate IOPT-Nets Controllers; using Petri Nets for Digital Twins Modeling and Deployment: A Power Wheelchair System Case Study; cosyVerif: The Path to Formalisms Cohabitation.,Conference review,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197262642&partnerID=40&md5=8a17c892858fef08aa7f0b80aa63894d,,,,,,,Cited by: 0,,Unclassified,
,Exploring Architectural Evolution in Microservice Systems Using Repository Mining Techniques and Static Code Analysis,"Genfer, Patric and Zdun, Uwe",Lecture Notes in Computer Science,2024,Scopus,157 - 173,14889 LNCS,"Microservices have gained popularity for isolating service functionality and mitigating issues such as architectural erosion and technical debt. However, their decentralized nature and rapid development often obscure the holistic view of the system and lead developers to lose sight of the overarching architecture. Our work addresses this challenge by proposing a novel approach to track and assess the evolution of microservice architectures through static source code analysis. We combine source code repository mining techniques with architectural reconstruction to measure various metrics throughout a system’s development history. Our approach uses a formal API-based decomposition model that can easily be adapted for different scenarios by choosing various architectural metrics. We validated our method’s scalability and robustness through a case study on an extensive open-source microservice reference system with more than 40 individual services written in different languages and more than 400 commits. Our research provides software architects with a powerful tool to identify and monitor problematic architectural trends before they become imminent threats, enabling the evolution of microservice-based systems while maintaining architectural coherence and integrity. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2024.",Conference paper,10.1007/978-3-031-70797-1_10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203600424&doi=10.1007%2F978-3-031-70797-1_10&partnerID=40&md5=7a0d70dcf9868757ca1f21ec1cf1b792,,evolution; metrics; Microservice API; source code detectors; source code repository mining,Problem oriented languages; Program debugging; Architectural evolution; Evolution; Metric; Microservice API; Mining techniques; Repository mining; Source code detector; Source code repositories; Source code repository mining; Source codes; Open source software,,,,Cited by: 4,,Unclassified,
,DOMICO: Checking conformance between domain models and implementations,"Zhong, Chenxing and Zhang, He and Huang, Huang and Chen, Zhikun and Li, Chao and Liu, Xiaodong and Li, Shanshan",Software - Practice and Experience,2024,Scopus,595 - 616,54,"As a predominant design method for microsservices architecture (MSA), domain-driven design (DDD) utilizes a series of standard patterns in both models and implementations to effectively support the design of architectural elements. However, an implementation may deviate from its original domain model that uses certain patterns. The deviation between a domain model and its implementation is a type of architectural drift, which needs to be detected promptly. This paper proposes an approach, namely DOMICO, to check the conformance between the domain model and its implementation, by which the conformance is formalized by defining eight common structural patterns of domain modeling and their representations in both models and the corresponding source code. Based on the formalization, our approach can not only identify the discrepancies (e.g., divergence, absence, and modification) with respect to pattern elements, but also detect possible violations of 24 compliance rules imposed by the patterns. To validate DOMICO, we performed a case study to investigate its use in a supply chain project and its performance. The results show that DOMICO can accurately identify 100% inconsistency issues in the cases examined. As the first conformance checking approach for DDD, DOMICO can be integrated into the regular domain modeling process and help ensure the conformity of microservice implementations to models. © 2023 John Wiley & Sons, Ltd.",Article,10.1002/spe.3272,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174190323&doi=10.1002%2Fspe.3272&partnerID=40&md5=77117fcaf4d7e21b10d8ffbc4c176c19,,architectural drift; architecture conformance checking; code implementation; domain model; domain-driven design; microservices architecture,Architectural design; Codes (symbols); Architectural drift; Architectural element; Architecture conformance checking; Code implementation; Conformance checking; Design method; Domain model; Domain-driven designs; Microservice architecture; Standard pattern; Supply chains,,,,Cited by: 5; All Open Access; Bronze Open Access,,Unclassified,
,Detection Strategies for Microservice Security Tactics,"Zdun, Uwe and Queval, Pierre Jean and Simhandl, Georg and Scandariato, Riccardo and Chakravarty, Somik and Jelić, Marjan and Jovanović, A. S.",IEEE Transactions on Dependable and Secure Computing,2024,Scopus,1257 - 1273,21,"Microservice architectures are widely used today to implement distributed systems. Securing microservice architectures is challenging because of their polyglot nature, continuous evolution, and various security concerns relevant to such architectures. This article proposes a novel, model-based approach providing detection strategies to address the automated detection of security tactics (or patterns and best practices) in a given microservice architecture decomposition model. Our novel detection strategies are metrics-based rules that decide conformance to a security recommendation based on a statistical predictor. The proposed approach models this recommendation using Architectural Design Decisions (ADDs). We apply our approach for four different security-related ADDs on access management, traffic control, and avoiding plaintext sensitive data in the context of microservice systems. We then apply our approach to a model data set of 10 open-source microservice systems and 20 variants of those systems. Our results are detection strategies showing a very low bias, a very high correlation, and a low prediction error in our model data set. © 2004-2012 IEEE.",Article,10.1109/TDSC.2023.3276487,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160216527&doi=10.1109%2FTDSC.2023.3276487&partnerID=40&md5=9c14d9de24c27f20d68ba619a574a65d,,Conformance checking; detection strategies; metrics; microservice architecture security; microservices,Authorization; Information management; Network security; Open systems; Sensitive data; Architectural design decisions; Code; Conformance checking; Detection strategy; Metric; Microservice; Microservice architecture; Microservice architecture security; Modeling data; Security; Computer architecture,,,,Cited by: 3; All Open Access; Hybrid Gold Open Access,,Unclassified,
,CATMA: Conformance Analysis Tool for Microservice Applications,"Cao, Clinton and Schneider, Simon and Díaz Ferreyra, Nicolás E. and Verwer, Sicco E. and Panichella, Annibale and Scandariato, Riccardo",Proceedings - International Conference on Software Engineering,2024,Scopus,59 - 63,,"The microservice architecture allows developers to divide the core functionality of their software system into multiple smaller services. However, this architectural style also makes it harder for them to debug and assess whether the system's deployment conforms to its implementation. We present CATMA, an automated tool that detects non-conformances between the system's deployment and implementation. It automatically visualizes and generates potential interpretations for the detected discrepancies. Our evaluation of CATMA shows promising results in terms of performance and providing useful insights. CATMA is available at https://cyberanalytics. nl/catma.github.io/, and a demonstration video is available at https://youtu.be/WKP1hG-TDKc. © 2024 IEEE Computer Society. All rights reserved.",Conference paper,10.1145/3639478.3640022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188258629&doi=10.1145%2F3639478.3640022&partnerID=40&md5=1f4f18ceba149d26d74bb010a0657fb2,,dynamic analysis; empirical software engineering; microservices; software testing; static analysis,Application programs; HTTP; Program debugging; Static analysis; Analysis tools; Architectural style; Automated tools; Core functionality; Dynamics analysis; Empirical Software Engineering; Microservice; Software testings; Software-systems; System deployment; Software testing,,,,Cited by: 4; All Open Access; Gold Open Access; Green Open Access,,Unclassified,
,A Novel Architecture That Examines Network Activity in a Docker-Based Multitenant to Verify Zero Trust Container Architecture (ZTCA) Compliance,"Jackson, Lethia and Teymourlouei, Haydar and Stone, Daryl Bryant and Latson, Velma and Cobbs, Malik and Ramos, Jefry Jesus and Olayinka, Jamiu and Paja, John",Communications in Computer and Information Science,2025,Scopus,52 - 64,2263 CCIS,"The Zero Trust Container Architecture (ZTCA) security model ensures secure access control to applications within containers while trusting and verifying every access to each request. This research paper presents a multitenant architecture and a testing environment for analyzing and collecting Event ID data performance. This project will reveal if the testing environment demonstrates ZTCA compliance by designing and implementing a program to enhance visibility and secure multitenant environments using Docker containers to store and access data through Zero Trust Container Architecture’s principle. In addition, the infrastructure and architectural framework for managing and deploying applications at scale that Microservices and Docker provide in a multitenant environment. Results show that Docker containers could verify ZTCA compliance using network activity recorded with the Event IDs. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2025.",Conference paper,10.1007/978-3-031-86644-9_4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003622903&doi=10.1007%2F978-3-031-86644-9_4&partnerID=40&md5=d992a4b83d1df47fb9c819882708b1d3,,access control; Docker container; microservices; multitenant environments; Zero Trust Container Architecture (ZTCA),Access control models; Authentication; Medium access control; Network architecture; Architecture compliance; Docker container; Microservice; Multi tenants; Multitenant environment; Network activities; Novel architecture; Security modeling; Testing environment; Zero trust container architecture; Authorization,,,,Cited by: 0,,Unclassified,
,Leveraging Petri Nets for Workflow Anomaly Detection in Microservice Architectures,"Kamboj, Priyanka and Artho, Cyrille Valentin and Guanciale, Roberto and Jabbarvand, Reyhaneh and Godfrey, Philip Brighten",Lecture Notes in Computer Science,2025,Scopus,219 - 241,15714 LNCS,"Modern microservice architectures pose challenges in understanding and managing the complex workflows within these decentralized services. In particular, it is difficult to identify anomalous behavior that could indicate a bug or attack. We use traces of microservice application activity (requests and responses) to infer a model of the application’s normal behavior. Our approach mines Petri nets to formally represent concurrent operations and their temporal dependencies with a targeted delay injection approach that accurately and efficiently learns these dependencies. The models produced are both explainable and easy to inspect, which offers more transparency and control. Our evaluation shows that injecting delays during model training allows us to achieve perfect model and log fitness (Move-Model and Move-Log fitness of 1) with just 29 traces. In contrast, a straightforward approach requires over 10,000 traces to achieve similar accuracy. Our models successfully identify anomalies in various experiments, such as traces with one missing or multiple missing activities, and reordered sequences to simulate issues in real-world scenarios. Our approach outperforms the state-of-the-art method, demonstrating higher accuracy. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2025.",Conference paper,10.1007/978-3-031-94634-9_11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008762714&doi=10.1007%2F978-3-031-94634-9_11&partnerID=40&md5=7ce18bf00b36b36d0623423caff5fdb1,,Alignments; Conformance Checking; Cost function; Delay; Microservices; Process discovery; Process mining,Alignment; Anomaly detection; Architecture; Data mining; Distributed computer systems; Human computer interaction; Information use; Complex workflows; Conformance checking; Cost-function; Decentralised; Delay; Microservice; Process Discovery; Process mining; Work-flows; Petri nets,,,,Cited by: 0,,Unclassified,
